Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
ALIG12,ALIANCA GERACAO DE ENERGIA S.A,15/12/2029,"IPCA + 3,65%",6.6513,6.2311,6.4154,0.2923,6.1231,6.7078,916.813251,93.7229,613.24,,15/05/2027
ALIG13,ALIANCA GERACAO DE ENERGIA S.A (*),15/02/2035,IPCA + 4%,6.7108,6.3374,6.4891,0.3083,6.1808,6.7975,906.648185,89.033,1211.87,,15/08/2030
ALIG15,ALIANCA GERACAO DE ENERGIA S.A (*),15/04/2036,"IPCA + 6,1305%",6.7182,6.3586,6.5674,0.2541,6.3132,6.8216,1031.687511,97.7907,1364.52,,15/08/2030
ANET11,AMERICA NET S.A. (*),15/03/2029,"IPCA + 5,6006%",8.4998,7.8175,8.1337,0.2245,7.9092,8.3583,810.151856,94.7612,567.21,0.05,15/05/2027
ANET12,AMERICA NET S.A. (*),15/11/2030,"IPCA + 8,9619%",8.5561,7.994,8.3914,0.47,7.9214,8.8616,1143.134455,101.9849,945.35,,15/05/2029
APFD19,AUTOPISTA FERNAO DIAS S/A (*),15/09/2031,"IPCA + 6,3854%",7.2199,6.8566,7.064,0.104,6.96,7.1681,1069.043483,97.4699,1012.92,,15/05/2029
APRB18,AUTOPISTA REGIS BITTENCOURT S/A,15/06/2031,"IPCA + 4,5%",7.1346,6.4815,6.9244,0.3789,6.5455,7.3034,1247.34621,90.4877,1087.9,,15/05/2029
ARTR19,ARTERIS S/A (*) (**),15/09/2027,"IPCA + 4,8392%",--,--,7.0939,0.22,6.8739,7.314,1222.6862,95.146,588.26,,15/05/2027
ASCP13,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2030,"IPCA + 7,55%",6.8966,6.5092,6.6985,0.1197,6.5788,6.8183,1045.705266,102.5722,807.61,,15/08/2028
ASCP23,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2035,"IPCA + 8,15%",6.9695,6.5947,6.8115,0.2009,6.6105,7.0125,1147.346105,108.3074,1628.94,,15/08/2032
ASER12,AGUAS DO SERTAO S.A. (*),15/12/2043,"IPCA + 8,4051%",8.4761,8.0516,8.2542,0.12,8.1342,8.3742,1091.10332,101.2089,2178.67,0.05,15/05/2035
ASSR21,ASSURUA 5 ENERGIA S.A (*),15/06/2041,"IPCA + 7,1071%",7.5654,7.2019,7.3605,0.1814,7.1792,7.542,1021.234347,98.4914,1612.94,,15/08/2032
AURE12,AUREN ENERGIA S.A. (*),15/04/2034,"IPCA + 6,298%",7.0226,6.6967,6.8706,0.1396,6.731,7.0103,1002.665246,96.5471,1642.64,0.05,15/05/2033
BARU11,BARUERI ENERGIA RENOVAVEL S.A. (*),15/03/2043,"IPCA + 7,7959%",7.8748,7.4016,7.6171,0.145,7.4721,7.7622,1028.904057,101.5638,2359.5,,15/08/2040
BCPSA5,CLARO S/A,15/03/2029,"IPCA + 5,7687%",6.6845,6.4366,6.5939,0.0952,6.4987,6.6893,987.168658,96.9594,1000.15,,15/05/2029
BHSA11,BARREIRAS HOLDING S.A. (*),15/03/2044,"IPCA + 6,8413%",7.2112,6.8459,6.9586,0.2338,6.7248,7.1925,1040.470527,99.1025,2065.79,,15/05/2035
BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,15/12/2031,"IPCA + 7,1358%",6.7862,6.4126,6.613,0.1454,6.4677,6.7585,1249.955468,101.5218,780.44,0.4,15/08/2028
BRFS31,BRF S/A,30/04/2026,"IPCA + 5,5%",9.271,8.5734,9.1092,0.4436,8.6657,9.5529,N/D,N/D,N/D,,15/08/2026
BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),15/09/2034,"IPCA + 5,5365%",8.046,7.6228,7.8465,0.2988,7.5477,8.1454,1126.260336,86.7058,1642.15,0.05,15/05/2033
BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/03/2028,"IPCA + 5,7694%",7.1188,6.714,6.8839,0.1657,6.7182,7.0497,1206.175197,98.0798,464.84,,15/08/2026
CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2036,"IPCA + 8,1891%",8.1401,7.6364,7.881,0.143,7.738,8.0242,1044.831645,102.0866,1829.9,,15/05/2035
CAEC21,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/03/2029,"IPCA + 5,4058%",7.7385,7.3285,7.5532,0.1866,7.3666,7.7399,1162.823355,94.2128,742.32,0.05,15/05/2027
CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,15/11/2040,"IPCA + 5,4%",7.1571,6.7197,6.8797,0.306,6.5737,7.1858,1112.558935,90.8711,1692.66,,15/05/2033
CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),15/09/2037,"IPCA + 6,85%",6.9209,6.4585,6.6487,0.2795,6.3692,6.9283,1065.191795,100.9832,1310.38,,15/08/2030
CART12,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 5,8%",--,--,6.0397,0.1968,5.8429,6.2366,611.465711,99.9488,57,,
CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),15/12/2035,"IPCA + 6,8138%",7.0454,6.7037,6.8336,0.177,6.6565,7.0107,11731.63338,99.9062,1276.15,0.05,15/08/2030
CART22,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 6,05%",--,--,8.3994,0.5839,7.8155,8.9834,609.867037,99.5056,57,,
CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2033,"IPCA + 10,3294%",9.8066,8.5899,9.1391,0.7097,8.4294,9.8488,1122.313899,104.4334,1015.89,0.05,15/05/2029
CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,IPCA + 5%,7.1112,6.6917,6.8521,0.301,6.5511,7.1532,1337.211702,90.7163,1389.75,,15/08/2030
CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.0861,6.5642,6.8522,0.3058,6.5464,7.1581,1358.000332,91.7254,1383.76,,15/08/2030
CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.0837,6.506,6.793,0.355,6.438,7.1482,1362.140567,92.005,1384.68,,15/08/2030
CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1024,6.8525,6.9813,0.2685,6.7128,7.2499,1349.032508,91.1197,1381.74,0.05,15/08/2030
CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),15/01/2031,"IPCA + 6,6739%",--,--,7.7177,0.3066,7.4111,8.0244,1119.437161,95.1087,1293.49,,15/08/2030
CCRDD1,CCR S/A (*) (**),15/11/2024,IPCA + 6%,--,--,8.0483,0.2611,7.7872,8.3095,726.425555,99.7118,38,,
CCROA5,CCR S/A (*),15/11/2033,"IPCA + 4,8791%",6.8205,6.5423,6.6828,0.1055,6.5773,6.7885,965.728076,90.4521,1460.42,,15/08/2032
CCROB4,CCR S/A (*) (**),15/12/2028,"IPCA + 4,25%",6.6826,6.2675,6.4842,0.2262,6.258,6.7105,1230.368959,95.7385,512.41,,15/08/2026
CCROB6,CCR S/A (*),15/01/2036,"IPCA + 6,437%",6.7765,6.5013,6.6208,0.1319,6.4889,6.7528,1135.595146,98.8587,1674.1,,15/05/2033
CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,15/06/2030,"IPCA + 6,6605%",7.1833,6.7448,6.8218,0.3521,6.4697,7.174,976.814954,99.5969,672.95,,15/05/2027
CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),15/07/2030,"IPCA + 6,5%",6.8412,6.5226,6.6974,0.2505,6.4469,6.948,1051.457865,99.1727,1129.93,,15/05/2029
CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),15/12/2033,"IPCA + 6,75%",7.0055,6.6584,6.8468,0.153,6.6938,6.9999,1046.702651,99.43,1588.41,,15/08/2032
CEAR25,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/12/2024,"IPCA + 6,0013%",--,--,6.3132,0.0683,6.2448,6.3816,723.056672,99.9336,57,,
CEAR26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/06/2025,"IPCA + 6,1965%",6.1077,5.8435,5.9365,0.2401,5.6965,6.1767,713.513339,100.1716,176.3,,15/05/2025
CEEBA1,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,15/08/2025,"IPCA + 6,2214%",6.2563,5.9631,6.0032,0.2166,5.7866,6.2198,462.868101,100.1791,219.29,,15/05/2025
CEEBB6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/08/2030,"IPCA + 6,25%",6.7149,6.4226,6.5552,0.1119,6.4433,6.6672,1039.379613,98.6891,1158.53,,15/08/2030
CEEBB7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2033,"IPCA + 6,1%",6.7813,6.5927,6.7154,0.1926,6.5228,6.9081,1019.422857,96.3918,1595.96,,15/08/2032
CEEBC3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2031,"IPCA + 5,8224%",6.7773,6.4286,6.5992,0.1985,6.4007,6.7978,1153.738509,96.3991,1260.19,,15/08/2030
CEEBC4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2032,"IPCA + 6,2792%",6.7825,6.4627,6.6379,0.221,6.4168,6.859,1114.34311,98.235,1329.95,,15/08/2030
CEED12,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/12/2029,"IPCA + 7,1498%",6.9277,6.5829,6.7278,0.1378,6.5901,6.8657,1123.041546,101.7337,1098.78,,15/05/2029
CEED13,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/07/2030,"IPCA + 6,5%",6.8618,6.6039,6.6817,0.1216,6.5601,6.8034,1052.03177,99.2382,1130.02,,15/05/2029
CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,15/08/2029,"IPCA + 5,4409%",6.8692,6.497,6.7207,0.1144,6.6063,6.8351,1146.009019,95.3897,983.95,,15/05/2029
CEMT19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",6.1241,5.724,5.9258,0.2232,5.7026,6.1491,454.465335,99.2361,240.95,,15/05/2025
CEPE19,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,15/07/2025,"IPCA + 6,0352%",--,--,5.704,0.1367,5.5673,5.8408,466.389866,100.2441,196.39,,15/05/2025
CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2033,"IPCA + 6,1%",6.7668,6.5419,6.6816,0.2162,6.4654,6.8979,1021.470479,96.5855,1596.54,,15/08/2032
CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2031,"IPCA + 5,875%",6.7758,6.482,6.61,0.085,6.525,6.6951,1156.345531,96.5952,1258.6,,15/08/2030
CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2032,"IPCA + 6,2792%",6.7414,6.4122,6.5464,0.1062,6.4402,6.6527,1119.404802,98.6812,1330.93,,15/08/2030
CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),15/09/2030,"IPCA + 7,4941%",6.8602,6.5548,6.6835,0.2092,6.4744,6.8928,1081.420495,103.523,1155.06,0.05,15/08/2030
CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),15/08/2030,"IPCA + 4,3%",6.7872,6.434,6.5941,0.1322,6.4619,6.7264,1191.638478,90.8932,1101.11,,15/05/2029
CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),15/04/2034,"IPCA + 6,1661%",6.6177,6.3713,6.5293,0.1175,6.4117,6.6469,1019.239728,97.7823,1651.21,,15/05/2033
CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/07/2039,"IPCA + 6,4504%",6.5,6.2389,6.368,0.082,6.2861,6.4501,1022.22674,100.7199,2336.71,,15/08/2040
CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,15/08/2031,"IPCA + 5,27%",6.7995,6.5527,6.6696,0.1611,6.5085,6.8308,1118.112141,95.4235,887.21,,15/08/2028
CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/04/2031,"IPCA + 7,1%",6.8482,6.4795,6.6837,0.1821,6.5016,6.8659,1103.408234,101.7747,1139.86,,15/08/2030
CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/05/2036,"IPCA + 6,4895%",6.9269,6.6176,6.767,0.1026,6.6644,6.8697,1006.664627,98.0908,1862.48,0.05,15/05/2035
CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2031,"IPCA + 6,4407%",6.8175,6.5788,6.704,0.335,6.369,7.0391,1057.092379,98.7884,1242.13,,15/08/2030
CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2035,"IPCA + 6,6789%",6.942,6.6454,6.7181,0.192,6.5261,6.9102,1068.394308,99.7437,1759.63,,15/05/2033
CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/06/2031,"IPCA + 6,767%",6.8532,6.5881,6.7562,0.0797,6.6765,6.8359,1025.881276,100.0546,1359.57,0.5,15/08/2030
CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),15/12/2035,"IPCA + 8,1693%",--,7.5418,7.8223,0.4728,7.3495,8.2952,1184.478734,101.5787,1232.44,,15/08/2030
CLAG13,COLOMBO AGROINDUSTRIA SA (*),15/07/2028,"IPCA + 5,4806%",7.1198,6.7448,6.9442,0.1865,6.7577,7.1308,1169.058994,96.5104,648.01,,15/05/2027
CLCD26,CELESC DISTRIBUIÇÃO S/A (*),15/11/2030,"IPCA + 6,5279%",6.9161,6.5494,6.71,0.1533,6.5567,6.8634,1054.712206,99.2651,1087.71,,15/05/2029
CLCD27,CELESC DISTRIBUIÇÃO S/A (*),15/07/2034,"IPCA + 6,9534%",6.8749,6.6353,6.7859,0.0951,6.6908,6.8811,1024.110691,101.0263,1643.33,0.05,15/05/2033
CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,27/06/2028,"IPCA + 8,7345%",7.1385,6.8516,7.0189,0.3319,6.687,7.351,954.60396,102.1582,339.8,,15/08/2026
CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),15/01/2042,"IPCA + 7,25%",7.9953,7.5891,7.8445,0.1591,7.6854,8.0037,993.36374,96.2933,1708.52,0.35,15/05/2033
CMDT33,CEMIG DISTRIBUIÇÃO S/A,15/02/2025,"IPCA + 5,1%",--,--,6.6363,0.5159,6.1204,7.1523,492.170701,99.4258,100,,
CMGD27,CEMIG DISTRIBUIÇÃO S/A,15/06/2026,"IPCA + 4,1%",5.9928,5.66,5.8378,0.166,5.6717,6.0039,1326.920268,98.0748,295.35,,15/05/2025
CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),15/06/2029,"IPCA + 6,1052%",6.7552,6.3853,6.5404,0.2384,6.302,6.7789,1086.639595,98.497,931.67,,15/08/2028
CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2034,"IPCA + 6,1469%",6.7207,6.391,6.5226,0.162,6.3605,6.6847,1000.560201,97.6934,1661.18,0.05,15/05/2033
CMIN11,CSN MINERACAO S.A. (*),15/07/2031,"IPCA + 4,879%",7.262,6.7716,6.9899,0.2607,6.7291,7.2507,1082.209306,89.1726,1440.04,,15/08/2032
CMIN12,CSN MINERACAO S.A.,15/07/2032,"IPCA + 6,8798%",7.2618,6.7238,6.9634,0.1679,6.7954,7.1314,1097.388225,99.5259,1531.06,,15/08/2032
CMIN21,CSN MINERACAO S.A. (*),15/07/2036,"IPCA + 5,021%",--,--,7.2603,0.1949,7.0654,7.4553,1026.840667,84.5871,1967.97,0.05,15/05/2035
CMIN22,CSN MINERACAO S.A.,15/07/2037,"IPCA + 7,0673%",7.4711,6.8479,7.1675,0.22,6.9475,7.3876,1094.702967,99.2471,2033.81,,15/05/2035
CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2029,"IPCA + 7,6245%",6.7672,6.3981,6.5937,0.2598,6.3339,6.8537,1153.122044,104.2407,1090.37,,15/05/2029
CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),15/12/2035,IPCA + 6%,7.9236,7.4997,7.6892,0.2052,7.484,7.8945,1162.257283,91.3311,1424.53,,15/08/2032
COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2032,"IPCA + 6,2137%",6.7504,6.4515,6.6277,0.2441,6.3836,6.8719,1092.304365,97.9302,1352.62,0.05,15/08/2030
COMR14,COMERC PARTICIPACOES S.A. (*),15/11/2038,"IPCA + 7,9171%",7.2983,6.8195,6.9535,0.5767,6.3768,7.5303,1119.125463,105.6453,1560.95,0.45,15/08/2032
COMR15,COMERC PARTICIPACOES S.A. (*),15/04/2040,"IPCA + 7,2209%",7.0348,6.7026,6.9033,0.2483,6.6551,7.1517,1062.601906,101.8713,1582.57,0.35,15/08/2032
CONF11,CONFLUENCIA ENERGIA S/A (*),15/11/2041,"IPCA + 6,6018%",7.1311,6.7178,6.9477,0.1981,6.7496,7.1459,1191.513148,97.7692,1745.28,,15/05/2033
CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),15/08/2029,"IPCA + 7,684%",--,11.2727,11.4398,0.2442,11.1957,11.6841,993.386284,90.3744,737.03,0.35,15/05/2027
CPFGA2,CPFL TRANSMISSAO S.A (*),15/05/2031,"IPCA + 6,0265%",6.8451,6.4689,6.7369,0.2025,6.5343,6.9395,1080.140513,96.9027,1184.7,,15/08/2030
CPFPA0,COMPANHIA PIRATININGA DE FORÇA E LUZ,15/08/2025,"IPCA + 5,8%",5.9855,5.6039,5.7626,0.0965,5.6661,5.8592,694.33693,100.0308,219.52,,15/05/2025
CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%",6.7349,6.4165,6.5045,0.1698,6.3348,6.6744,1047.509645,98.0922,1575.29,,15/08/2032
CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2034,"IPCA + 6,235%",6.6986,6.4122,6.5526,0.1537,6.3989,6.7064,1016.39261,98.057,1653.28,,15/05/2033
CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2039,"IPCA + 6,3018%",6.6195,6.3714,6.5802,0.0697,6.5105,6.65,1012.05945,97.6567,2276.9,,15/05/2035
CPGT15,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/09/2025,"IPCA + 7,6475%",6.024,5.568,5.6838,0.1104,5.5734,5.7943,280.075074,101.7654,239.55,,15/05/2025
CPGT26,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/07/2025,"IPCA + 3,9%",5.8152,5.3268,5.5519,0.0271,5.5247,5.5791,1330.132137,98.7706,197.61,,15/05/2025
CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/10/2031,"IPCA + 5,7138%",6.9131,6.5484,6.7961,0.1755,6.6206,6.9718,1130.954558,95.0102,1261.62,,15/08/2030
CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2035,"IPCA + 6,8226%",6.9877,6.5162,6.6856,0.2195,6.466,6.9052,1099.66629,100.8952,1751.53,,15/05/2033
CPLD26,COPEL DISTRIBUICAO S/A (*),15/06/2031,"IPCA + 4,7742%",6.6515,6.3501,6.4459,0.1662,6.2797,6.6123,1132.983677,92.4664,1241.4,,15/08/2030
CPLD29,COPEL DISTRIBUICAO S/A (*),15/05/2036,"IPCA + 6,2831%",6.681,6.4031,6.5281,0.1401,6.388,6.6683,1011.737246,98.4186,1741.3,0.4,15/05/2033
CPLD37,COPEL DISTRIBUICAO S/A (*),15/05/2032,"IPCA + 6,1732%",6.6504,6.2978,6.4741,0.1166,6.3575,6.5908,1095.559737,98.4875,1355.52,,15/08/2030
CPTM15,LIGGA TELECOMUNICACOES S.A (*),15/09/2030,"IPCA + 8,8507%",12.1786,11.8316,11.9884,0.2213,11.767,12.2098,978.827383,89.0944,1015.15,0.05,15/05/2029
CPXB22,ETC - EMPRESA TRANSMISSORA CAPIXABA S.A (*),15/09/2025,"IPCA + 6,1675%",6.1156,5.704,5.8219,0.1933,5.6286,6.0153,692.743988,100.3115,240.34,,15/05/2025
CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),15/12/2030,"IPCA + 5,9668%",7.7073,7.2731,7.6464,0.344,7.3024,7.9905,1019.083177,94.9691,819.2,0.05,15/08/2028
CSAN33,COSAN S.A. (*),15/08/2031,"IPCA + 5,7531%",--,--,7.9432,0.0344,7.9088,7.9776,1089.658798,90.2904,1247.76,,15/08/2030
CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/01/2026,"IPCA + 5,2737%",5.8784,5.5925,5.7065,0.1255,5.581,5.832,534.721653,99.6787,197.56,,15/05/2025
CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2031,"IPCA + 5,2306%",6.7311,6.4092,6.5373,0.3094,6.2279,6.8469,990.16798,95.7055,890.36,,15/08/2028
CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/06/2026,"IPCA + 4,3%",6.8253,6.4108,6.6392,0.2973,6.342,6.9366,663.173295,97.9404,235.59,,15/05/2025
CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"IPCA + 7,1%",7.3263,6.9653,7.1786,0.0918,7.0868,7.2705,1041.893108,99.7479,866.99,,15/08/2028
CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"IPCA + 7,2735%",7.5179,7.18,7.3787,0.0677,7.311,7.4465,1013.75878,99.5165,1245.2,,15/08/2030
CSMGC3,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/07/2025,"IPCA + 6,501%",--,--,6.7756,0.5041,6.2715,7.2798,465.593485,99.8606,136.48,,15/05/2025
CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2030,"IPCA + 6,5%",--,--,7.5123,0.3533,7.1589,7.8657,1013.689475,95.534,1213.69,,15/08/2030
CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2034,"IPCA + 6,83%",7.4899,7.2179,7.4098,0.1376,7.2722,7.5474,1003.765184,96.588,1610.4,,15/08/2032
CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2033,"IPCA + 6,8%",7.6751,7.2678,7.4787,0.2532,7.2255,7.732,1021.691626,96.2334,1522.09,,15/08/2032
CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2039,"IPCA + 6,9924%",7.7822,7.3286,7.6365,0.0867,7.5498,7.7233,987.060782,94.9246,2168.82,,15/05/2035
CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2038,IPCA + 7%,--,--,7.7277,0.384,7.3437,8.1118,1002.76704,94.4151,2119.09,,15/05/2035
CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),15/06/2032,"IPCA + 7,9461%",8.0105,7.2309,7.716,0.2237,7.4923,7.9399,1302.987755,100.7863,926.3,,15/08/2028
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2026,"IPCA + 4,2542%",6.8935,6.7145,6.8411,0.2839,6.5572,7.1251,1316.340009,96.4238,374.2,,15/08/2026
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/10/2024,"IPCA + 4,9102%",6.2979,4.1754,5.9607,0.2346,5.7261,6.1953,1498.986756,99.9407,15,,
