Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
ALGAC2,ALGAR TELECOM S/A (*),15/01/2032,"IPCA + 5,8806%",7.5172,7.0602,7.2183,0.1071,7.1112,7.3254,1074.904779,93.6247,1316.35,,15/08/2030
ALGE16,ALIANCA GERACAO DE ENERGIA S.A (*),15/11/2037,"IPCA + 6,1451%",7.0243,6.619,6.8167,0.1266,6.6901,6.9433,1020.759103,96.2457,1517.14,0.1,15/08/2032
ALGTA4,ALGAR TELECOM S/A (*),15/11/2033,"IPCA + 6,3243%",7.3568,7.0104,7.1485,0.099,7.0495,7.2475,1011.41202,95.4835,1501.76,,15/08/2032
ALIG12,ALIANCA GERACAO DE ENERGIA S.A,15/12/2029,"IPCA + 3,65%",6.8149,6.4534,6.6525,0.2259,6.4266,6.8785,911.390663,93.2066,613.03,,15/05/2027
ALIG13,ALIANCA GERACAO DE ENERGIA S.A (*),15/02/2035,IPCA + 4%,6.7769,6.5044,6.6126,0.1351,6.4775,6.7478,901.145052,88.5299,1210.35,,15/08/2030
ALIG15,ALIANCA GERACAO DE ENERGIA S.A (*),15/04/2036,"IPCA + 6,1305%",6.8616,6.5368,6.7563,0.2104,6.5459,6.9668,1021.322649,96.8569,1360.47,,15/08/2030
ANET11,AMERICA NET S.A. (*),15/03/2029,"IPCA + 5,6006%",8.5478,8.0392,8.2117,0.1452,8.0665,8.357,808.370108,94.5984,567.92,0.15,15/05/2027
ANET12,AMERICA NET S.A. (*),15/11/2030,"IPCA + 8,9619%",8.7622,8.1519,8.5877,0.4845,8.1032,9.0724,1134.733613,101.2969,945.08,0.05,15/05/2029
APFD19,AUTOPISTA FERNAO DIAS S/A (*),15/09/2031,"IPCA + 6,3854%",7.3728,7.0208,7.1708,0.098,7.0728,7.2689,1064.193921,97.0774,1013.06,,15/05/2029
APRB18,AUTOPISTA REGIS BITTENCOURT S/A,15/06/2031,"IPCA + 4,5%",7.3083,6.9435,7.1398,0.191,6.9488,7.3309,1235.898102,89.6968,1087.07,,15/05/2029
ARTR19,ARTERIS S/A (*) (**),15/09/2027,"IPCA + 4,8392%",7.3437,6.9534,7.0939,0.2666,6.8273,7.3607,1222.028694,95.138,589.26,,15/05/2027
ASCP13,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2030,"IPCA + 7,55%",7.0048,6.6866,6.8844,0.1416,6.7428,7.0262,1039.340371,102.0045,807.54,,15/08/2028
ASCP23,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2035,"IPCA + 8,15%",7.1345,6.7902,6.9388,0.1471,6.7917,7.086,1137.94765,107.4822,1627.25,,15/08/2032
ASER12,AGUAS DO SERTAO S.A. (*),15/12/2043,"IPCA + 8,4051%",8.525,8.1198,8.321,0.1152,8.2058,8.4363,1084.672663,100.6714,2175.43,0.1,15/05/2035
ASSR21,ASSURUA 5 ENERGIA S.A (*),15/06/2041,"IPCA + 7,1071%",7.7187,7.3644,7.5269,0.1439,7.383,7.6709,1010.634011,97.5216,1603.4,,15/08/2032
AURE12,AUREN ENERGIA S.A. (*),15/04/2034,"IPCA + 6,298%",7.0829,6.7328,6.922,0.1625,6.7595,7.0846,998.997332,96.2428,1642.63,0.1,15/05/2033
BARU11,BARUERI ENERGIA RENOVAVEL S.A. (*),15/03/2043,"IPCA + 7,7959%",7.9627,7.5222,7.7434,0.1186,7.6248,7.8621,1017.107795,100.4561,2354.94,,15/08/2040
BCPSA5,CLARO S/A,15/03/2029,"IPCA + 5,7687%",6.8313,6.5405,6.7491,0.136,6.6132,6.8852,980.970691,96.3977,1000.73,,15/05/2029
BHSA11,BARREIRAS HOLDING S.A. (*),15/03/2044,"IPCA + 6,8413%",7.2977,7.0149,7.0882,0.1287,6.9595,7.2171,1029.664229,98.1251,2056.69,,15/05/2035
BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,15/12/2031,"IPCA + 7,1358%",6.9367,6.6262,6.7414,0.1415,6.5999,6.883,1244.654885,101.1458,780.26,0.1,15/08/2028
BRFS31,BRF S/A,30/04/2026,"IPCA + 5,5%",--,8.0121,9.1988,0.4331,8.7657,9.632,N/D,N/D,N/D,,15/08/2026
BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),15/09/2034,"IPCA + 5,5365%",8.0541,7.6331,7.7456,0.2268,7.5188,7.9725,1132.51779,87.2294,1644.74,0.15,15/05/2033
BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/03/2028,"IPCA + 5,7694%",7.2173,6.8699,6.9958,0.1595,6.8363,7.1554,1203.206929,97.8862,465.59,,15/08/2026
CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2036,"IPCA + 8,1891%",8.2733,7.7474,8.0382,0.0796,7.9586,8.1179,1033.265954,101.0149,1825.67,,15/05/2035
CAEC21,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/03/2029,"IPCA + 5,4058%",7.8836,7.4778,7.692,0.124,7.5681,7.8161,1157.766485,93.8476,743,0.1,15/05/2027
CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,15/11/2040,"IPCA + 5,4%",7.2129,6.7462,7.0449,0.264,6.7809,7.309,1100.514658,89.93,1685.37,,15/05/2033
CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),15/09/2037,"IPCA + 6,85%",7.0835,6.6331,6.8498,0.2161,6.6337,7.0659,1054.27374,100.001,1305.49,,15/08/2030
CART12,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 5,8%",--,--,6.0515,0.2114,5.8401,6.2631,611.145233,99.9454,58,,
CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),15/12/2035,"IPCA + 6,8138%",7.145,6.8725,6.9842,0.1886,6.7957,7.1729,11642.124615,99.1962,1274.09,0.1,15/08/2030
CART22,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 6,05%",--,--,8.357,0.6106,7.7464,8.9677,609.564658,99.5059,58,,
CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2033,"IPCA + 10,3294%",9.8273,8.771,9.3494,0.7179,8.6315,10.0673,1112.97274,103.6308,1014,0.1,15/05/2029
CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,IPCA + 5%,7.2353,6.8298,6.9744,0.0652,6.9092,7.0397,1328.099335,90.1395,1388.86,,15/08/2030
CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1803,6.7955,7.0111,0.0881,6.923,7.0993,1346.254064,90.9745,1382.28,,15/08/2030
CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1602,6.869,6.9691,0.2977,6.6714,7.2669,1349.156748,91.1706,1382.93,,15/08/2030
CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1715,6.8859,7.038,0.1419,6.8961,7.18,1344.39956,90.8492,1381.86,0.1,15/08/2030
CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),15/01/2031,"IPCA + 6,6739%",--,--,7.6984,0.3644,7.334,8.063,1119.839757,95.1927,1294.65,,15/08/2030
CCRDD1,CCR S/A (*) (**),15/11/2024,IPCA + 6%,--,--,8.1228,0.2539,7.869,8.3768,725.931914,99.6936,39,,
CCROA5,CCR S/A (*),15/11/2033,"IPCA + 4,8791%",6.8603,6.6108,6.7645,0.1779,6.5866,6.9425,960.950818,90.0456,1459.38,,15/08/2032
CCROB4,CCR S/A (*) (**),15/12/2028,"IPCA + 4,25%",6.7877,6.3485,6.6226,0.1856,6.4371,6.8083,1226.487277,95.4776,512.78,,15/08/2026
CCROB6,CCR S/A (*),15/01/2036,"IPCA + 6,437%",6.8705,6.5735,6.7096,0.125,6.5846,6.8348,1128.745115,98.3128,1672.76,,15/05/2033
CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,15/06/2030,"IPCA + 6,6605%",7.3564,6.9476,7.017,0.3127,6.7043,7.3297,971.548852,99.1117,672.64,,15/05/2027
CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),15/07/2030,"IPCA + 6,5%",7.03,6.7308,6.9164,0.1215,6.7949,7.038,1041.286886,98.2641,1129.73,,15/05/2029
CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),15/12/2033,"IPCA + 6,75%",7.1723,6.8416,7.0039,0.1143,6.8896,7.1182,1036.508062,98.5133,1586.62,,15/08/2032
CEAR25,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/12/2024,"IPCA + 6,0013%",--,--,6.3244,0.0631,6.2613,6.3875,722.671304,99.93,58,,
CEAR26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/06/2025,"IPCA + 6,1965%",6.213,5.9099,6.0264,0.203,5.8234,6.2295,712.734888,100.1128,177.3,,15/05/2025
CEEBA1,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,15/08/2025,"IPCA + 6,2214%",--,--,6.118,0.1464,5.9716,6.2646,462.200447,100.0852,220.28,,15/05/2025
CEEBB6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/08/2030,"IPCA + 6,25%",6.8717,6.646,6.7401,0.1089,6.6311,6.8491,1030.590598,97.9041,1158.53,,15/08/2030
CEEBB7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2033,"IPCA + 6,1%",6.9178,6.7462,6.8248,0.0242,6.8006,6.8491,1012.298381,95.7661,1595.08,,15/08/2032
CEEBC3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2031,"IPCA + 5,8224%",6.9025,6.5804,6.7446,0.0918,6.6528,6.8365,1145.303521,95.7413,1259.92,,15/08/2030
CEEBC4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2032,"IPCA + 6,2792%",6.9171,6.5717,6.7352,0.0708,6.6644,6.8061,1108.412861,97.7618,1329.9,,15/08/2030
CEED12,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/12/2029,"IPCA + 7,1498%",7.0563,6.7817,6.8968,0.0878,6.809,6.9847,1114.732032,101.0355,1098.88,,15/05/2029
CEED13,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/07/2030,"IPCA + 6,5%",7.0447,6.6241,6.8562,0.1835,6.6727,7.0398,1043.800584,98.5125,1130.06,,15/05/2029
CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,15/08/2029,"IPCA + 5,4409%",7.0022,6.7431,6.9088,0.1476,6.7613,7.0565,1137.554176,94.731,984.38,,15/05/2029
CEMT19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",6.1825,5.6553,5.8864,0.1873,5.6991,6.0738,454.402993,99.2684,241.95,,15/05/2025
CEPE19,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,15/07/2025,"IPCA + 6,0352%",--,--,5.7341,0.1539,5.5802,5.8882,466.059274,100.223,197.39,,15/05/2025
CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2033,"IPCA + 6,1%",6.9901,6.6986,6.7979,0.112,6.6858,6.91,1013.913612,95.9189,1595.54,,15/08/2032
CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2031,"IPCA + 5,875%",6.8799,6.6064,6.7114,0.0869,6.6245,6.7985,1150.267455,96.1348,1258.71,,15/08/2030
CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2032,"IPCA + 6,2792%",6.8321,6.574,6.6711,0.1291,6.5419,6.8003,1111.933365,98.0723,1330.59,,15/08/2030
CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),15/09/2030,"IPCA + 7,4941%",7.0161,--,6.7385,0.2323,6.5062,6.9709,1078.303145,103.2817,1155.74,0.1,15/08/2030
CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),15/08/2030,"IPCA + 4,3%",6.9666,6.5861,6.7548,0.1063,6.6485,6.8611,1183.201039,90.2887,1101.43,,15/05/2029
CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),15/04/2034,"IPCA + 6,1661%",6.7178,6.4456,6.6016,0.1062,6.4954,6.7079,1014.193521,97.3472,1650.79,,15/05/2033
CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/07/2039,"IPCA + 6,4504%",6.577,6.2867,6.435,0.0453,6.3896,6.4804,1016.028691,100.1341,2333.98,,15/08/2040
CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,15/08/2031,"IPCA + 5,27%",6.9758,6.7606,6.8664,0.0911,6.7753,6.9575,1110.29908,94.8012,886.37,,15/08/2028
CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/04/2031,"IPCA + 7,1%",6.993,6.66,6.7957,0.1044,6.6913,6.9003,1097.60723,101.2941,1139.99,,15/08/2030
CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/05/2036,"IPCA + 6,4895%",6.9752,6.7096,6.8393,0.0903,6.749,6.9297,1001.114328,97.6003,1861.37,0.1,15/05/2035
CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2031,"IPCA + 6,4407%",6.9067,6.718,6.783,0.1191,6.6639,6.9023,1052.690008,98.4276,1242.41,,15/08/2030
CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2035,"IPCA + 6,6789%",7.023,6.716,6.8174,0.1483,6.6691,6.9658,1060.92356,99.098,1757.99,0.05,15/05/2033
CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/06/2031,"IPCA + 6,767%",6.9764,6.7107,6.8281,0.0838,6.7442,6.912,1021.623027,99.6917,1359.85,0.5,15/08/2030
CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),15/12/2035,"IPCA + 8,1693%",7.9004,7.546,7.7522,0.1386,7.6136,7.8909,1187.586738,101.9041,1235.04,,15/08/2030
CLAG13,COLOMBO AGROINDUSTRIA SA (*),15/07/2028,"IPCA + 5,4806%",7.2986,6.9323,7.1363,0.1978,6.9386,7.3342,1163.050329,96.0602,648.61,,15/05/2027
CLCD26,CELESC DISTRIBUIÇÃO S/A (*),15/11/2030,"IPCA + 6,5279%",7.0741,6.7923,6.9324,0.1155,6.8169,7.048,1044.726571,98.3761,1087.33,,15/05/2029
CLCD27,CELESC DISTRIBUIÇÃO S/A (*),15/07/2034,"IPCA + 6,9534%",6.9627,6.7209,6.8543,0.1554,6.6989,7.0098,1019.305543,100.6059,1643.04,0.15,15/05/2033
CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,27/06/2028,"IPCA + 8,7345%",7.2867,6.938,7.0595,0.2054,6.8542,7.265,953.865927,102.1123,340.73,,15/08/2026
CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),15/01/2042,"IPCA + 7,25%",8.0807,7.732,7.9222,0.138,7.7842,8.0602,987.968079,95.8223,1706.05,0.05,15/05/2033
CMDT33,CEMIG DISTRIBUIÇÃO S/A,15/02/2025,"IPCA + 5,1%",6.8855,6.2596,6.5861,0.5393,6.0468,7.1255,492.007238,99.4388,101,,
CMGD27,CEMIG DISTRIBUIÇÃO S/A,15/06/2026,"IPCA + 4,1%",6.0675,5.7055,5.9036,0.0813,5.8223,5.9849,1325.299845,97.9968,296.31,,15/05/2025
CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),15/06/2029,"IPCA + 6,1052%",6.8913,6.5052,6.6905,0.2194,6.4711,6.91,1080.43463,97.9836,932.18,,15/08/2028
CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2034,"IPCA + 6,1469%",6.8356,--,6.6163,0.1584,6.4579,6.7748,994.263246,97.1274,1660.57,0.1,15/05/2033
CMIN11,CSN MINERACAO S.A. (*),15/07/2031,"IPCA + 4,879%",7.43,6.9608,7.1662,0.0987,7.0675,7.265,1071.500959,88.3304,1439.49,,15/08/2032
CMIN12,CSN MINERACAO S.A.,15/07/2032,"IPCA + 6,8798%",7.4574,6.9944,7.1608,0.0926,7.0682,7.2535,1084.5888,98.4172,1529.18,,15/08/2032
CMIN21,CSN MINERACAO S.A. (*),15/07/2036,"IPCA + 5,021%",--,--,7.2524,0.2248,7.0276,7.4773,1026.87298,84.6288,1969.19,0.1,15/05/2035
CMIN22,CSN MINERACAO S.A.,15/07/2037,"IPCA + 7,0673%",7.528,6.8418,7.168,0.2193,6.9487,7.3874,1094.070083,99.243,2034.79,,15/05/2035
CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2029,"IPCA + 7,6245%",6.9479,6.6553,6.7819,0.08,6.7018,6.862,1143.756064,103.4517,1090.33,,15/05/2029
CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),15/12/2035,IPCA + 6%,8.0731,7.6782,7.8688,0.159,7.7099,8.0279,1150.724931,90.4698,1421.15,,15/08/2032
COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2032,"IPCA + 6,2137%",6.8899,6.641,6.7592,0.1714,6.5878,6.9307,1084.535703,97.2828,1352.22,0.15,15/08/2030
COMR14,COMERC PARTICIPACOES S.A. (*),15/11/2038,"IPCA + 7,9171%",7.3925,7.0411,7.0653,0.5289,6.5363,7.5943,1111.319295,104.968,1557.74,0.35,15/08/2032
COMR15,COMERC PARTICIPACOES S.A. (*),15/04/2040,"IPCA + 7,2209%",7.1619,6.8801,6.9755,0.186,6.7895,7.1616,1057.546579,101.4417,1580.11,,15/08/2032
CONF11,CONFLUENCIA ENERGIA S/A (*),15/11/2041,"IPCA + 6,6018%",7.2655,6.8875,7.1084,0.1437,6.9647,7.2523,1178.583741,96.7585,1737.32,,15/05/2033
CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),15/08/2029,"IPCA + 7,684%",--,11.3406,11.5708,0.271,11.2998,11.842,989.286728,90.0518,737.56,,15/05/2027
CPFGA2,CPFL TRANSMISSAO S.A (*),15/05/2031,"IPCA + 6,0265%",6.9029,6.4899,6.7769,0.2474,6.5295,7.0243,1077.672653,96.7295,1185.4,,15/08/2030
CPFPA0,COMPANHIA PIRATININGA DE FORÇA E LUZ,15/08/2025,"IPCA + 5,8%",6.0245,5.6529,5.8236,0.1947,5.6289,6.0183,693.647903,99.9805,220.52,,15/05/2025
CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%",6.8574,6.5498,6.6355,0.0963,6.5392,6.7319,1038.955627,97.3402,1574.04,,15/08/2032
CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2034,"IPCA + 6,235%",6.7976,6.4789,6.6366,0.0964,6.5402,6.7331,1010.627429,97.5502,1652.64,,15/05/2033
CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2039,"IPCA + 6,3018%",6.7026,6.4666,6.6634,0.0366,6.6268,6.7001,1004.43183,96.9699,2273.28,,15/05/2035
CPGT15,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/09/2025,"IPCA + 7,6475%",6.084,5.5857,5.6834,0.0713,5.6122,5.7548,279.940199,101.7732,240.55,,15/05/2025
CPGT26,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/07/2025,"IPCA + 3,9%",5.8512,5.3235,5.5764,0.0567,5.5197,5.6332,1329.250195,98.7464,198.61,,15/05/2025
CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/10/2031,"IPCA + 5,7138%",6.9181,6.5645,6.8318,0.2196,6.6121,7.0515,1128.467783,94.8475,1262.31,0.05,15/08/2030
CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2035,"IPCA + 6,8226%",7.0897,6.5399,6.767,0.1154,6.6516,6.8825,1093.28034,100.3622,1750.65,,15/05/2033
CPLD26,COPEL DISTRIBUICAO S/A (*),15/06/2031,"IPCA + 4,7742%",6.7658,6.3245,6.503,0.1774,6.3256,6.6805,1129.412069,92.2165,1242.02,,15/08/2030
CPLD29,COPEL DISTRIBUICAO S/A (*),15/05/2036,"IPCA + 6,2831%",6.7857,6.46,6.5872,0.0464,6.5408,6.6337,1007.34596,98.0412,1740.72,0.15,15/05/2033
CPLD37,COPEL DISTRIBUICAO S/A (*),15/05/2032,"IPCA + 6,1732%",6.7985,6.4232,6.6411,0.0346,6.6066,6.6758,1085.802806,97.6595,1354.74,,15/08/2030
CPTM15,LIGGA TELECOMUNICACOES S.A (*),15/09/2030,"IPCA + 8,8507%",12.3066,12.0148,12.1255,0.2462,11.8792,12.3718,973.315629,88.6461,1015.38,0.15,15/05/2029
CPXB22,ETC - EMPRESA TRANSMISSORA CAPIXABA S.A (*),15/09/2025,"IPCA + 6,1675%",6.1808,5.5986,5.8996,0.1891,5.7105,6.0887,691.917735,100.2423,241.34,,15/05/2025
CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),15/12/2030,"IPCA + 5,9668%",7.7957,7.4071,7.6002,0.2147,7.3855,7.815,1019.938804,95.096,820.64,0.1,15/08/2028
CSAN33,COSAN S.A. (*),15/08/2031,"IPCA + 5,7531%",--,--,8.0334,0.0578,7.9757,8.0913,1084.541498,89.9102,1248.11,,15/08/2030
CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/01/2026,"IPCA + 5,2737%",5.9837,5.5104,5.7624,0.1452,5.6172,5.9078,534.239168,99.6356,198.54,,15/05/2025
CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2031,"IPCA + 5,2306%",6.8702,6.6208,6.7152,0.1686,6.5466,6.8839,983.837915,95.1382,889.75,,15/08/2028
CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/06/2026,"IPCA + 4,3%",6.8288,6.3487,6.5679,0.1705,6.3973,6.7385,663.244252,97.9933,236.64,,15/05/2025
CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"IPCA + 7,1%",7.4716,7.0472,7.2946,0.1098,7.1849,7.4045,1037.458141,99.3767,867.42,,15/08/2028
CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"IPCA + 7,2735%",--,--,7.5013,0.0474,7.4539,7.5488,1007.505691,98.9565,1244.36,,15/08/2030
CSMGC3,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/07/2025,"IPCA + 6,501%",--,--,7.1096,0.1866,6.923,7.2963,464.556474,99.6896,137.44,,15/05/2025
CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2030,"IPCA + 6,5%",--,--,7.5622,0.3754,7.1868,7.9377,1010.865453,95.317,1214.36,,15/08/2030
CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2034,"IPCA + 6,83%",7.7017,7.3443,7.5263,0.2404,7.2859,7.7668,996.288608,95.9192,1609.05,,15/08/2032
CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2033,"IPCA + 6,8%",7.7891,7.3631,7.5906,0.1777,7.4129,7.7684,1014.729164,95.628,1521.37,,15/08/2032
CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2039,"IPCA + 6,9924%",7.8737,7.4234,7.7109,0.0885,7.6224,7.7995,980.663925,94.3598,2165.63,,15/05/2035
CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2038,IPCA + 7%,--,--,7.9061,0.1193,7.7868,8.0254,988.377552,93.11,2111.46,,15/05/2035
CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),15/06/2032,"IPCA + 7,9461%",8.1517,7.3865,7.6778,0.5277,7.1501,8.2056,1303.958378,100.9189,927.74,,15/08/2028
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2026,"IPCA + 4,2542%",7.0392,6.8169,6.8877,0.0896,6.7981,6.9773,1314.790563,96.3518,375.19,,15/08/2026
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/10/2024,"IPCA + 4,9102%",--,--,6.1453,0.439,5.7064,6.5844,1498.078342,99.9257,16,,
