Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
CEED15,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/05/2036,"IPCA + 6,5596%",6.9239,6.425,6.6478,0.1633,6.4845,6.8111,1019.677774,99.3904,1861.21,,15/05/2035
CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,15/08/2029,"IPCA + 5,4409%",6.9444,6.3338,6.695,0.2047,6.4903,6.8997,1148.398972,95.4929,981.03,,15/05/2029
CEMT19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",5.9645,5.44,5.6528,0.2387,5.4141,5.8917,456.055777,99.4877,237.95,,15/05/2025
CEPE19,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,15/07/2025,"IPCA + 6,0352%",5.7743,5.3035,5.522,0.1564,5.3656,5.6784,467.48918,100.373,193.4,,15/05/2025
CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2033,"IPCA + 6,1%",6.8758,6.3181,6.616,0.1605,6.4555,6.7766,1026.62387,96.9683,1594.66,,15/08/2032
CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2031,"IPCA + 5,875%",6.8246,6.339,6.6299,0.0295,6.6003,6.6595,1156.580831,96.5134,1255.42,,15/08/2030
CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2032,"IPCA + 6,2792%",6.824,6.4803,6.5685,0.1108,6.4577,6.6794,1119.442228,98.5763,1327.69,,15/08/2030
CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),15/09/2030,"IPCA + 7,4941%",6.8713,6.4738,6.6472,0.1383,6.509,6.7856,1084.341598,103.6749,1152.27,,15/08/2030
CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),15/08/2030,"IPCA + 4,3%",6.8694,6.4453,6.6556,0.0784,6.5772,6.7341,1189.993327,90.6885,1097.85,0.05,15/05/2029
CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),15/04/2034,"IPCA + 6,1661%",6.7681,6.3679,6.5816,0.058,6.5236,6.6398,1017.116916,97.473,1647.18,,15/05/2033
CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/07/2039,"IPCA + 6,4504%",6.5933,6.2984,6.4286,0.0512,6.3774,6.4799,1017.600622,100.1895,2330.34,,15/08/2040
CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,15/08/2031,"IPCA + 5,27%",6.8949,6.6134,6.7438,0.0908,6.653,6.8347,1116.660754,95.206,883.52,,15/08/2028
CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/04/2031,"IPCA + 7,1%",6.8812,6.5385,6.7366,0.0861,6.6505,6.8228,1102.201263,101.5427,1136.45,,15/08/2030
CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/05/2036,"IPCA + 6,4895%",6.9381,6.6321,6.7691,0.0817,6.6874,6.8509,1007.677583,98.0796,1859.42,0.1,15/05/2035
CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2031,"IPCA + 6,4407%",6.927,6.6007,6.6568,0.1726,6.4842,6.8295,1060.607547,99.0065,1239.56,,15/08/2030
CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2035,"IPCA + 6,6789%",6.9926,6.6173,6.7888,0.1138,6.675,6.9027,1064.69482,99.285,1754.75,,15/05/2033
CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/06/2031,"IPCA + 6,767%",6.9092,6.6341,6.7613,0.0647,6.6967,6.8261,1026.797289,100.0287,1356.52,0.15,15/08/2030
CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),15/12/2035,"IPCA + 8,1693%",7.9554,7.3374,7.7821,0.1724,7.6096,7.9546,1188.141999,101.7598,1230.36,0.15,15/08/2030
CLAG13,COLOMBO AGROINDUSTRIA SA (*),15/07/2028,"IPCA + 5,4806%",7.1539,6.8162,7.0351,0.0451,6.99,7.0802,1167.886158,96.3166,644.82,0.05,15/05/2027
CLCD26,CELESC DISTRIBUIÇÃO S/A (*),15/11/2030,"IPCA + 6,5279%",6.9931,6.5778,6.7966,0.0963,6.7003,6.893,1052.240287,98.9212,1084.17,,15/05/2029
CLCD27,CELESC DISTRIBUIÇÃO S/A (*),15/07/2034,"IPCA + 6,9534%",6.9046,6.6485,6.751,0.083,6.6681,6.8341,1027.476458,101.2397,1641,0.15,15/05/2033
CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,27/06/2028,"IPCA + 8,7345%",7.1121,6.6462,6.7842,0.2353,6.5489,7.0195,958.159417,102.4392,337.21,,15/08/2026
CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),15/01/2042,"IPCA + 7,25%",7.9964,7.5954,7.7529,0.1276,7.6252,7.8806,1000.369974,96.8557,1709.62,0.15,15/05/2033
CMDT33,CEMIG DISTRIBUIÇÃO S/A,15/02/2025,"IPCA + 5,1%",6.6788,5.9874,6.1251,0.4901,5.635,6.6153,493.642512,99.6271,97,,
CMGD27,CEMIG DISTRIBUIÇÃO S/A,15/06/2026,"IPCA + 4,1%",5.86,5.4546,5.7236,0.1761,5.5475,5.8997,1329.974946,98.2171,292.42,,15/05/2025
CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),15/06/2029,"IPCA + 6,1052%",6.9304,6.4458,6.5838,0.1857,6.3981,6.7696,1086.231969,98.3541,928.53,,15/08/2028
CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2034,"IPCA + 6,1469%",6.7825,6.4053,6.6196,0.1067,6.5129,6.7265,995.706734,97.1144,1656.52,0.1,15/05/2033
CMIN11,CSN MINERACAO S.A. (*),15/07/2031,"IPCA + 4,879%",7.2581,6.7068,7.0795,0.1124,6.9671,7.1921,1078.323949,88.7691,1436.25,0.1,15/08/2032
CMIN12,CSN MINERACAO S.A.,15/07/2032,"IPCA + 6,8798%",7.2686,6.8635,7.0213,0.0654,6.9558,7.0868,1095.077585,99.2009,1527.22,0.05,15/08/2032
CMIN21,CSN MINERACAO S.A. (*),15/07/2036,"IPCA + 5,021%",7.508,7.0371,7.3125,0.2465,7.066,7.5591,1024.187981,84.2881,1963.49,,15/05/2035
CMIN22,CSN MINERACAO S.A.,15/07/2037,"IPCA + 7,0673%",7.5356,6.9339,7.1964,0.2074,6.9891,7.4039,1093.634108,99.0329,2029.65,,15/05/2035
CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2029,"IPCA + 7,6245%",6.8363,6.4829,6.6338,0.0846,6.5492,6.7186,1152.555693,104.0598,1087.15,,15/05/2029
CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),15/12/2035,IPCA + 6%,7.9774,7.5536,7.738,0.1532,7.5849,7.8913,1160.745753,91.1152,1420.34,,15/08/2032
COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2032,"IPCA + 6,2137%",6.8241,6.4445,6.6422,0.1522,6.49,6.7946,1092.749164,97.8634,1349.47,,15/08/2030
COMR14,COMERC PARTICIPACOES S.A. (*),15/11/2038,"IPCA + 7,9171%",7.0719,6.5585,6.8906,0.618,6.2726,7.5087,1124.522956,106.0192,1560.32,0.1,15/08/2032
COMR15,COMERC PARTICIPACOES S.A. (*),15/04/2040,"IPCA + 7,2209%",7.1407,6.5515,6.8763,0.1637,6.7126,7.0401,1065.528101,102.0292,1580.86,0.15,15/08/2032
CONF11,CONFLUENCIA ENERGIA S/A (*),15/11/2041,"IPCA + 6,6018%",7.2113,6.7149,6.9827,0.1134,6.8693,7.0963,1190.215116,97.5521,1740.33,,15/05/2033
CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),15/08/2029,"IPCA + 7,684%",11.91,10.8781,11.4533,0.2351,11.2182,11.6885,994.686479,90.3794,733.98,0.05,15/05/2027
CPFGA2,CPFL TRANSMISSAO S.A (*),15/05/2031,"IPCA + 6,0265%",6.8231,6.5282,6.6816,0.1408,6.5407,6.8225,1084.012259,97.1462,1182.1,,15/08/2030
CPFPA0,COMPANHIA PIRATININGA DE FORÇA E LUZ,15/08/2025,"IPCA + 5,8%",5.7329,5.2885,5.5257,0.0931,5.4325,5.6189,696.398805,100.2233,216.53,,15/05/2025
CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%",6.7922,6.3734,6.5293,0.1138,6.4155,6.6433,1047.163079,97.9534,1571.87,,15/08/2032
CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2034,"IPCA + 6,235%",6.7469,6.4604,6.5973,0.0788,6.5185,6.6762,1014.748387,97.7916,1649.41,,15/05/2033
CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2039,"IPCA + 6,3018%",6.7052,6.4339,6.6493,0.014,6.6353,6.6634,1007.300468,97.0907,2270.06,,15/05/2035
CPGT15,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/09/2025,"IPCA + 7,6475%",5.8319,5.2261,5.4705,0.0862,5.3843,5.5568,280.89577,101.9362,236.55,,15/05/2025
CPGT26,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/07/2025,"IPCA + 3,9%",5.717,5.1655,5.417,0.0858,5.3312,5.5029,1332.79807,98.8868,194.61,,15/05/2025
CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/10/2031,"IPCA + 5,7138%",6.9148,6.5702,6.6527,0.1687,6.4839,6.8215,1139.888394,95.6619,1259.87,,15/08/2030
CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2035,"IPCA + 6,8226%",6.8129,6.523,6.6417,0.0895,6.5522,6.7314,1104.071987,101.1822,1749.55,,15/05/2033
CPLD26,COPEL DISTRIBUICAO S/A (*),15/06/2031,"IPCA + 4,7742%",6.7571,6.2373,6.4716,0.1638,6.3078,6.6354,1132.902953,92.3742,1238.23,,15/08/2030
CPLD29,COPEL DISTRIBUICAO S/A (*),15/05/2036,"IPCA + 6,2831%",6.6997,6.361,6.5208,0.0417,6.479,6.5626,1013.354234,98.4679,1738.49,,15/05/2033
CPLD37,COPEL DISTRIBUICAO S/A (*),15/05/2032,"IPCA + 6,1732%",6.752,6.3535,6.5167,0.066,6.4507,6.5828,1094.433602,98.2796,1352.07,,15/08/2030
CPTM15,LIGGA TELECOMUNICACOES S.A (*),15/09/2030,"IPCA + 8,8507%",12.2358,11.915,11.9663,0.3822,11.5841,12.3486,981.289333,89.1952,1012.27,,15/05/2029
CPXB22,ETC - EMPRESA TRANSMISSORA CAPIXABA S.A (*),15/09/2025,"IPCA + 6,1675%",5.9911,5.3291,5.5952,0.4193,5.176,6.0146,694.870468,100.5104,237.35,,15/05/2025
CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),15/12/2030,"IPCA + 5,9668%",7.8803,7.3161,7.6612,0.1651,7.4961,7.8264,1019.902121,94.9446,816.07,,15/08/2028
CSAN33,COSAN S.A. (*),15/08/2031,"IPCA + 5,7531%",8.194,7.8075,7.9598,0.0341,7.9257,7.994,1090.227507,90.2439,1244.64,0.1,15/08/2030
CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/01/2026,"IPCA + 5,2737%",5.7354,5.2743,5.5383,0.2121,5.3262,5.7506,535.932451,99.8062,194.63,,15/05/2025
CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2031,"IPCA + 5,2306%",6.8574,6.4296,6.6141,0.1578,6.4563,6.772,988.771585,95.477,886.66,,15/08/2028
CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/06/2026,"IPCA + 4,3%",6.6704,6.1887,6.3822,0.1757,6.2065,6.558,665.408341,98.1848,232.77,,15/05/2025
CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"IPCA + 7,1%",7.6252,7.0277,7.2354,0.1196,7.1158,7.3551,1041.247822,99.5677,863.71,,15/08/2028
CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"IPCA + 7,2735%",7.5973,7.1747,7.4043,0.0343,7.37,7.4387,1013.803391,99.4008,1241.82,,15/08/2030
CSMGC3,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/07/2025,"IPCA + 6,501%",--,--,6.3163,0.4594,5.8569,6.7758,467.195979,100.092,133.55,,15/05/2025
CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2030,"IPCA + 6,5%",--,--,7.5766,0.3279,7.2487,7.9046,1012.030112,95.2708,1210.27,,15/08/2030
CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2034,"IPCA + 6,83%",7.5079,7.0252,7.385,0.3046,7.0804,7.6896,1006.474487,96.7367,1607.91,,15/08/2032
CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2033,"IPCA + 6,8%",7.6733,7.326,7.5229,0.1672,7.3556,7.6902,1020.417331,96.0025,1518.41,,15/08/2032
CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2039,"IPCA + 6,9924%",--,--,7.6732,0.0814,7.5917,7.7547,985.402848,94.6537,2163.76,,15/05/2035
CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2038,IPCA + 7%,8.1182,7.4993,8.0359,0.128,7.9079,8.1641,980.312237,92.1923,2101.17,,15/05/2035
CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),15/06/2032,"IPCA + 7,9461%",8.0899,7.4671,7.7934,0.168,7.6255,7.9615,1301.198296,100.519,922.41,0.1,15/08/2028
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2026,"IPCA + 4,2542%",7.0011,6.764,6.8363,0.0901,6.7462,6.9265,1317.953935,96.4583,371.2,,15/08/2026
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/10/2024,"IPCA + 4,9102%",6.3581,5.5972,5.9185,0.2442,5.6743,6.1629,1500.605933,99.9545,12,,
CSRN29,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2029,"IPCA + 4,4986%",6.9682,6.5495,6.6688,0.2346,6.4342,6.9035,1280.604214,93.6229,804.72,,15/08/2028
CSRNA1,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*) (**),15/06/2028,"IPCA + 6,4482%",7.0185,6.6557,6.7859,0.1592,6.6267,6.9451,1056.200077,98.9642,827.99,,15/08/2028
CSRNB2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2034,"IPCA + 6,0691%",6.8958,6.5403,6.748,0.0611,6.6868,6.8092,975.901414,95.8277,1677.55,,15/05/2033
CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/07/2029,"IPCA + 6,623%",6.8422,6.4511,6.6713,0.1571,6.5142,6.8284,1095.753885,99.8309,941.39,,15/05/2029
CTEE17,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/04/2025,"IPCA + 4,7%",5.6976,5.2025,5.4552,0.0788,5.3764,5.5342,1433.070414,99.6211,133.1,,15/05/2025
CTEE18,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/12/2029,"IPCA + 3,5%",6.6958,6.3343,6.526,0.14,6.386,6.666,1196.606907,89.4653,968.59,0.1,15/05/2029
CTEE1B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2031,"IPCA + 5,771%",6.7109,6.2334,6.5481,0.1556,6.3925,6.7039,1149.560433,95.9117,1432.56,,15/08/2032
CTEE29,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/05/2044,"IPCA + 5,3%",6.8282,6.5418,6.6561,0.132,6.5241,6.7883,1043.261979,90.8892,1834.01,,15/05/2035
CTEE2B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2039,"IPCA + 5,864%",6.7317,6.4226,6.5244,0.1089,6.4155,6.6334,1130.803589,94.3083,2354.73,,15/08/2040
CTGE11,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL  (*),15/11/2028,"IPCA + 3,75%",6.9211,6.3368,6.6515,0.1267,6.5247,6.7783,N/D,N/D,N/D,,15/05/2029
CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),15/09/2029,"IPCA + 5,3455%",6.9687,6.578,6.7524,0.134,6.6184,6.8864,1241.089582,94.3433,1103.62,,15/05/2029
CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),15/04/2031,"IPCA + 6,3423%",6.9019,6.4167,6.6415,0.1825,6.459,6.8241,1025.371857,98.5245,1331.84,,15/08/2030
CTNS14,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",5.8557,5.2202,5.4793,0.0983,5.381,5.5777,456.764154,99.6422,237.95,,15/05/2025
CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,15/08/2032,"IPCA + 6,9094%",7.0252,6.554,6.7478,0.317,6.4308,7.065,856.696955,100.5293,880.36,,15/08/2028
CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,15/12/2031,"IPCA + 5,8813%",6.8171,6.184,6.5238,0.2572,6.2666,6.7811,957.329692,97.91,876.41,,15/08/2028
CXER12,COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.,15/12/2027,"IPCA + 7,0602%",7.7528,7.5154,7.6097,0.1133,7.4964,7.7231,837.197019,99.1355,426.79,,15/08/2026
DESK17,DESKTOP S/A (*),15/06/2031,"IPCA + 7,4408%",7.5274,6.9201,7.2875,0.146,7.1414,7.4336,1027.968683,100.6667,1173.35,,15/08/2030
EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),15/11/2035,"IPCA + 8,6%",7.6662,7.184,7.4491,0.1372,7.3119,7.5864,1129.087436,105.3554,1245.62,,15/08/2030
ECER12,CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*),15/09/2027,"IPCA + 6,35%",7.0098,6.715,6.7364,0.2749,6.4615,7.0114,1103.409178,98.9378,742,,15/08/2028
ECHP11,ECHOENERGIA PARTICIPACOES S/A (*),15/06/2030,"IPCA + 6,9%",6.8992,6.6048,6.723,0.1465,6.5765,6.8696,1267.556057,100.4825,732.55,0.05,15/05/2027
ECHP12,ECHOENERGIA PARTICIPACOES S/A (*),15/12/2030,"IPCA + 4,75%",7.0702,6.6196,6.9125,0.2811,6.6314,7.1937,1142.884382,94.6405,671.41,,15/05/2027
ECHP22,ECHOENERGIA PARTICIPACOES S/A (*),15/01/2031,"IPCA + 4,75%",6.8834,6.5516,6.7002,0.1403,6.5599,6.8407,1148.898582,95.1386,673.63,,15/05/2027
ECOV16,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),15/02/2033,"IPCA + 6,095%",6.7571,6.3503,6.628,0.0434,6.5845,6.6715,999.35913,97.2084,1420.43,0.05,15/08/2032
ECPN11,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,15/10/2034,"IPCA + 4,4%",--,7.4722,8.2822,0.0682,8.214,8.3506,1080.717099,81.8763,1333.03,,15/08/2030
EDFT11,EDF OITI TRANSMISSORA S.A. (*),15/05/2049,"IPCA + 6,8209%",6.8415,6.2397,6.5802,0.2413,6.3389,6.8216,1060.618877,102.0344,2259.96,,15/05/2035
EDPA11,EDP TRANSMISSAO ALIANCA SC S.A.,15/10/2028,"IPCA + 6,72%",7.1565,6.985,6.9926,0.1746,6.818,7.1673,1327.32124,99.4638,530.45,,15/05/2027
EDPT11,EDP TRANSMISSÃO S.A. (*) (**),15/05/2033,"IPCA + 7,0267%",6.8842,6.5447,6.7335,0.2397,6.4938,6.9733,1019.129964,101.0502,962.2,,15/05/2029
EDTE12,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**),15/12/2028,"IPCA + 5,2939%",6.8892,6.3844,6.5538,0.193,6.3608,6.7468,1239.492248,96.8691,671.12,,15/05/2027
EDVP14,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",5.8167,5.302,5.557,0.2213,5.3358,5.7784,456.446659,99.573,237.95,,15/05/2025
EDVP17,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/01/2032,"IPCA + 6,0996%",6.8455,6.4629,6.672,0.1212,6.5508,6.7934,1117.707957,97.2344,1311,,15/08/2030
EEELA0,CPFL TRANSMISSAO S.A (*),15/10/2033,"IPCA + 6,1774%",6.7815,6.2115,6.497,0.1243,6.3726,6.6214,1049.146055,98.1389,1572.42,,15/08/2032
EEELA1,CPFL TRANSMISSAO S.A (*),15/04/2034,"IPCA + 6,0994%",6.7597,6.2797,6.488,0.0916,6.3964,6.5797,1008.921062,97.6142,1660.74,,15/05/2033
EEELB1,CPFL TRANSMISSAO S.A (*),15/04/2039,"IPCA + 6,1572%",6.6078,6.3123,6.5148,0.0651,6.4497,6.58,1002.510431,96.9747,2292.18,,15/08/2040
EGIE17,ENGIE BRASIL ENERGIA S.A.,15/07/2025,"IPCA + 5,6579%",5.7177,5.3073,5.5091,0.1118,5.3972,5.621,700.114379,100.1102,197,,15/05/2025
EGIE19,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,7%",6.7602,6.2509,6.4922,0.2382,6.2541,6.7305,1302.866958,96.7059,316.85,,15/08/2026
EGIE27,ENGIE BRASIL ENERGIA S.A.,15/07/2028,"IPCA + 5,9033%",6.7791,6.4089,6.6219,0.166,6.456,6.788,1375.913127,98.3229,629.68,,15/05/2027
EGIE29,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,9%",6.8958,6.649,6.7828,0.108,6.6747,6.8909,1223.833624,90.8022,884.84,,15/08/2028
EGIE39,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,6%",6.7974,5.9763,6.4824,0.2689,6.2136,6.7514,1301.618884,96.6333,313.58,0.05,15/08/2026
EGIE49,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,7%",6.9166,6.6815,6.6818,0.1761,6.5057,6.858,1219.952919,90.5516,878.22,0.35,15/08/2028
EGIEA0,ENGIE BRASIL ENERGIA S.A. (*),15/09/2046,"IPCA + 5,7158%",6.6704,6.1281,6.4875,0.1298,6.3577,6.6174,1025.48972,92.9541,2492.28,,15/08/2040
EGIEA1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2033,"IPCA + 5,9325%",6.7448,6.4467,6.565,0.0821,6.4829,6.6471,1046.59696,96.3108,1585.58,0.05,15/08/2032
EGIEB1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2038,"IPCA + 6,0691%",6.7973,6.5113,6.6444,0.0379,6.6066,6.6824,1036.854371,95.3148,2220.25,,15/05/2035
EGIEB2,ENGIE BRASIL ENERGIA S.A. (*),15/06/2034,"IPCA + 6,7766%",6.7384,6.4395,6.5806,0.0812,6.4994,6.6619,1035.483546,101.2413,1693.91,,15/05/2033
EGVG11,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",6.8548,6.4617,6.6644,0.0923,6.5721,6.7569,762.832698,93.689,572.89,,15/05/2027
EGVG21,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",6.8425,6.3954,6.5806,0.1943,6.3863,6.7751,778.307493,93.9094,568.17,,15/05/2027
EKTRB3,ELEKTRO REDES S.A. (*),15/04/2034,"IPCA + 6,2587%",6.8681,6.4672,6.6412,0.1649,6.4763,6.8062,1012.309408,97.6713,1648.71,,15/05/2033
EKTRC0,ELEKTRO REDES S.A. (*),15/10/2031,"IPCA + 5,7697%",6.8337,6.4876,6.634,0.063,6.571,6.6972,1149.966534,96.0058,1258.4,,15/08/2030
EKTRC1,ELEKTRO REDES S.A. (*) (**),15/07/2029,"IPCA + 6,623%",6.8261,6.312,6.574,0.1243,6.4497,6.6984,1099.496409,100.1719,941.72,,15/05/2029
EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),15/05/2038,"IPCA + 6,4217%",6.8593,6.4331,6.8208,0.0452,6.7757,6.8661,1004.886926,97.3378,1810.77,,15/05/2033
ELEK37,ELEKTRO REDES S.A.,15/05/2025,"IPCA + 5,9542%",5.9063,5.5014,5.7906,0.1009,5.6897,5.8917,713.023073,100.0929,151.44,,15/05/2025
ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2031,"IPCA + 6,317%",6.849,6.5058,6.6548,0.0825,6.5723,6.7374,1029.667777,98.4223,1262.05,0.05,15/08/2030
ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2031,"IPCA + 4,9126%",6.8186,6.4839,6.6829,0.0882,6.5947,6.7712,1144.284656,91.2204,1376.2,,15/08/2030
ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/05/2029,"IPCA + 5,1814%",6.9316,6.6961,6.7703,0.1539,6.6164,6.9243,1301.532749,95.2497,815.6,,15/08/2028
ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2031,"IPCA + 4,26%",6.9571,6.5517,6.7957,0.1054,6.6902,6.9012,1115.094598,89.0462,1208.65,,15/08/2030
ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2032,"IPCA + 6,1385%",6.9483,6.609,6.7786,0.0589,6.7197,6.8376,1090.263876,96.869,1329.79,0.15,15/08/2030
ELPLB4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A,15/05/2026,"IPCA + 4,0134%",6.918,6.5042,6.6929,0.1744,6.5185,6.8675,1306.210917,96.1176,392.11,0.15,15/08/2026
ELTN15,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/04/2031,"IPCA + 6,3423%",6.9327,6.6077,6.7284,0.1546,6.5738,6.8831,1020.968541,98.1014,1331,,15/08/2030
ENAT11,ENAUTA PARTICIPACOES S.A. (*),15/12/2029,"IPCA + 9,8297%",7.7401,7.0499,7.5626,0.0938,7.4688,7.6565,1182.777594,106.2438,736.58,,15/05/2027
ENAT12,ENAUTA PARTICIPACOES S.A. (*),17/09/2029,"IPCA + 7,1149%",--,7.2725,7.8902,0.2235,7.6667,8.1138,1019.699597,97.5194,876.53,,15/08/2028
ENAT13,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,0618%",--,--,7.8654,0.1321,7.7333,7.9977,1038.656362,100.8361,1154.18,,15/08/2030
