Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2026,"IPCA + 4,2542%",6.9266,6.5322,6.7601,0.1589,6.6012,6.9191,1318.516064,96.5415,373.22,,15/08/2026
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/10/2024,"IPCA + 4,9102%",--,--,6.1948,0.3398,5.855,6.5347,1499.54609,99.9324,14,,
CSRN29,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2029,"IPCA + 4,4986%",6.8348,6.4581,6.6254,0.2428,6.3826,6.8683,1281.4818,93.7297,806.85,,15/08/2028
CSRNA1,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*) (**),15/06/2028,"IPCA + 6,4482%",6.9717,6.5216,6.7465,0.0512,6.6953,6.7979,1056.82236,99.0821,830.07,,15/08/2028
CSRNB2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2034,"IPCA + 6,0691%",6.8753,6.582,6.6966,0.0793,6.6172,6.776,978.429444,96.131,1680.43,,15/05/2033
CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/07/2029,"IPCA + 6,623%",6.7211,6.2887,6.5367,0.1495,6.3873,6.6863,1100.266599,100.3037,943.84,,15/05/2029
CTEE17,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/04/2025,"IPCA + 4,7%",5.9072,5.3386,5.6891,0.0741,5.6151,5.7633,1430.615025,99.4971,135.1,,15/05/2025
CTEE18,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/12/2029,"IPCA + 3,5%",6.6835,6.3358,6.5253,0.1967,6.3286,6.7221,1195.910828,89.4471,970.59,,15/05/2029
CTEE1B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2031,"IPCA + 5,771%",6.7976,6.3807,6.6075,0.1091,6.4984,6.7167,1145.222313,95.6024,1433.88,,15/08/2032
CTEE29,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/05/2044,"IPCA + 5,3%",6.8288,6.5053,6.6611,0.0941,6.567,6.7553,1042.262614,90.849,1835.67,,15/05/2035
CTEE2B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2039,"IPCA + 5,864%",6.7849,6.4204,6.5431,0.0867,6.4564,6.6299,1128.264106,94.149,2355.6,,15/08/2040
CTGE11,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL  (*),15/11/2028,"IPCA + 3,75%",6.9058,6.3188,6.6626,0.0831,6.5795,6.7459,N/D,N/D,N/D,,15/05/2029
CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),15/09/2029,"IPCA + 5,3455%",6.9465,6.5464,6.713,0.1032,6.6098,6.8163,1242.32591,94.4863,1105.76,,15/05/2029
CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),15/04/2031,"IPCA + 6,3423%",6.871,6.5821,6.7155,0.0672,6.6483,6.7827,1020.986076,98.1613,1333.12,,15/08/2030
CTNS14,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",6.1547,5.5629,5.9128,0.2229,5.6899,6.1358,454.743257,99.2509,239.95,,15/05/2025
CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,15/08/2032,"IPCA + 6,9094%",6.8801,6.3651,6.6093,0.3344,6.2749,6.9438,860.067321,100.989,883.99,,15/08/2028
CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,15/12/2031,"IPCA + 5,8813%",6.7388,6.2597,6.5131,0.2572,6.256,6.7704,957.083838,97.9396,878.52,,15/08/2028
CXER12,COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.,15/12/2027,"IPCA + 7,0602%",--,--,7.5984,0.1921,7.4063,7.7906,836.771145,99.1492,428.82,,15/08/2026
DESK17,DESKTOP S/A (*),15/06/2031,"IPCA + 7,4408%",7.4484,7.1362,7.33,0.0727,7.2572,7.4028,1025.391006,100.4821,1175.02,,15/08/2030
EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),15/11/2035,"IPCA + 8,6%",7.5502,7.0414,7.2979,0.197,7.1009,7.495,1136.22844,106.1024,1250.71,,15/08/2030
ECER12,CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*),15/09/2027,"IPCA + 6,35%",6.9311,6.5304,6.7125,0.1811,6.5315,6.8937,1103.451452,99.0004,744,,15/08/2028
ECHP11,ECHOENERGIA PARTICIPACOES S/A (*),15/06/2030,"IPCA + 6,9%",6.8637,6.5822,6.7003,0.1447,6.5556,6.845,1267.553871,100.5461,734.7,0.35,15/05/2027
ECHP12,ECHOENERGIA PARTICIPACOES S/A (*),15/12/2030,"IPCA + 4,75%",7.0303,6.7694,7.0162,0.3544,6.6619,7.3707,1139.204252,94.3805,672.67,,15/05/2027
ECHP22,ECHOENERGIA PARTICIPACOES S/A (*),15/01/2031,"IPCA + 4,75%",6.8233,6.344,6.5862,0.1655,6.4207,6.7518,1151.483808,95.3978,676.46,,15/05/2027
ECOV16,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),15/02/2033,"IPCA + 6,095%",6.7135,6.4559,6.5224,0.084,6.4384,6.6065,1004.349124,97.7499,1423.76,0.45,15/08/2032
ECPN11,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,15/10/2034,"IPCA + 4,4%",--,--,8.1987,0.0476,8.1511,8.2464,1084.34679,82.1881,1337.03,,15/08/2030
EDFT11,EDF OITI TRANSMISSORA S.A.,15/05/2049,"IPCA + 6,8209%",7.0446,6.3054,6.7115,0.2634,6.4481,6.975,1048.349676,100.9176,2250.93,,15/05/2035
EDPA11,EDP TRANSMISSAO ALIANCA SC S.A.,15/10/2028,"IPCA + 6,72%",7.1851,6.6081,6.9586,0.3031,6.6555,7.2618,1327.360766,99.5286,532.62,,15/05/2027
EDPT11,EDP TRANSMISSÃO S.A. (*) (**),15/05/2033,"IPCA + 7,0267%",6.8349,6.5306,6.6438,0.2325,6.4113,6.8764,1021.779954,101.3783,965.74,,15/05/2029
EDTE12,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**),15/12/2028,"IPCA + 5,2939%",6.677,6.3602,6.5501,0.1001,6.45,6.6503,1238.852211,96.8689,673.14,,15/05/2027
EDVP14,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",6.1585,5.6224,5.9531,0.1803,5.7728,6.1335,454.57856,99.2149,239.95,,15/05/2025
EDVP17,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/01/2032,"IPCA + 6,0996%",6.7811,6.4145,6.6058,0.1485,6.4573,6.7544,1120.637027,97.5453,1313.59,,15/08/2030
EEELA0,CPFL TRANSMISSAO S.A (*),15/10/2033,"IPCA + 6,1774%",6.7354,6.3034,6.4945,0.0808,6.4136,6.5754,1048.665284,98.1509,1574.46,,15/08/2032
EEELA1,CPFL TRANSMISSAO S.A (*),15/04/2034,"IPCA + 6,0994%",6.706,6.38,6.4975,0.1694,6.328,6.667,1007.718213,97.5539,1662.56,0.1,15/05/2033
EEELB1,CPFL TRANSMISSAO S.A (*),15/04/2039,"IPCA + 6,1572%",6.5452,6.3145,6.4658,0.0939,6.3719,6.5598,1006.111029,97.3794,2296.88,0.05,15/08/2040
EGIE17,ENGIE BRASIL ENERGIA S.A.,15/07/2025,"IPCA + 5,6579%",5.9553,5.4651,5.7243,0.0708,5.6535,5.7952,698.61768,99.9504,199,,15/05/2025
EGIE19,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,7%",6.6116,6.0558,6.4328,0.2479,6.1849,6.6808,1302.998976,96.7538,318.88,,15/08/2026
EGIE27,ENGIE BRASIL ENERGIA S.A.,15/07/2028,"IPCA + 5,9033%",6.7856,6.351,6.5943,0.1001,6.4942,6.6946,1375.960818,98.3814,631.73,,15/05/2027
EGIE29,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,9%",6.888,6.568,6.7453,0.1048,6.6405,6.8502,1224.580218,90.8947,886.93,,15/08/2028
EGIE39,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,6%",6.721,5.9231,6.3897,0.2546,6.1351,6.6444,1302.252758,96.7177,315.64,0.35,15/08/2026
EGIE49,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,7%",6.9034,6.5964,6.7738,0.1311,6.6427,6.905,1215.533343,90.2591,879.97,,15/08/2028
EGIEA0,ENGIE BRASIL ENERGIA S.A. (*),15/09/2046,"IPCA + 5,7158%",6.6962,6.2146,6.454,0.1848,6.2692,6.6389,1028.069083,93.2389,2497.66,,15/08/2040
EGIEA1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2033,"IPCA + 5,9325%",6.6798,6.4195,6.5073,0.0664,6.4409,6.5737,1049.534754,96.6355,1588.61,0.4,15/08/2032
EGIEB1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2038,"IPCA + 6,0691%",6.8265,6.4959,6.6276,0.0768,6.5509,6.7045,1037.656774,95.4432,2223.14,,15/05/2035
EGIEB2,ENGIE BRASIL ENERGIA S.A. (*),15/06/2034,"IPCA + 6,7766%",6.6897,6.4581,6.5849,0.0401,6.5448,6.6251,1034.569869,101.2153,1695.83,,15/05/2033
EGVG11,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",6.7931,6.4102,6.6074,0.1806,6.4268,6.7882,763.292337,93.7824,575.27,,15/05/2027
EGVG21,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",6.7846,6.2902,6.5258,0.2084,6.3174,6.7343,778.737843,93.9984,570.54,,15/05/2027
EKTRB3,ELEKTRO REDES S.A. (*),15/04/2034,"IPCA + 6,2587%",6.9271,6.6139,6.7515,0.0528,6.6987,6.8044,1004.862991,97.0098,1648.56,,15/05/2033
EKTRC0,ELEKTRO REDES S.A. (*),15/10/2031,"IPCA + 5,7697%",6.8155,6.5446,6.631,0.0465,6.5845,6.6776,1149.420985,96.0131,1260.43,,15/08/2030
EKTRC1,ELEKTRO REDES S.A. (*) (**),15/07/2029,"IPCA + 6,623%",6.7732,6.3295,6.5678,0.0864,6.4814,6.6543,1099.064511,100.1941,943.74,,15/05/2029
EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),15/05/2038,"IPCA + 6,4217%",6.8542,6.509,6.7361,0.1335,6.6026,6.8697,1010.005648,97.8922,1815.23,0.05,15/05/2033
ELEK37,ELEKTRO REDES S.A.,15/05/2025,"IPCA + 5,9542%",6.0832,5.7951,6.0014,0.0815,5.9199,6.083,711.766172,99.9729,153.44,,15/05/2025
ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2031,"IPCA + 6,317%",6.807,6.5404,6.5521,0.09,6.4621,6.6422,1034.019161,98.8967,1264.81,0.5,15/08/2030
ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2031,"IPCA + 4,9126%",6.8185,6.4794,6.6245,0.0874,6.5372,6.712,1147.007119,91.4819,1378.71,,15/08/2030
ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/05/2029,"IPCA + 5,1814%",6.8633,6.4914,6.6688,0.1542,6.5146,6.8232,1304.739751,95.5328,817.9,,15/08/2028
ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2031,"IPCA + 4,26%",7.0396,6.6558,6.8004,0.0996,6.7008,6.9001,1114.159785,89.0104,1210.62,,15/08/2030
ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2032,"IPCA + 6,1385%",6.8885,6.5863,6.7479,0.0437,6.7042,6.7916,1091.238881,97.0118,1332.12,0.5,15/08/2030
ELPLB4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A,15/05/2026,"IPCA + 4,0134%",6.7278,6.241,6.5315,0.1878,6.3437,6.7194,1308.496337,96.326,394.14,0.35,15/08/2026
ELTN15,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/04/2031,"IPCA + 6,3423%",6.9002,6.6229,6.7709,0.0519,6.719,6.8228,1018.187242,97.8922,1332.59,,15/08/2030
ENAT11,ENAUTA PARTICIPACOES S.A. (*),15/12/2029,"IPCA + 9,8297%",7.7122,7.4239,7.5933,0.0688,7.5245,7.6623,1180.9807,106.1725,738.45,0.1,15/05/2027
ENAT12,ENAUTA PARTICIPACOES S.A. (*),17/09/2029,"IPCA + 7,1149%",7.9432,7.5948,7.842,0.1233,7.7187,7.9654,1020.566489,97.6658,878.67,,15/08/2028
ENAT13,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,0618%",8.053,7.597,7.8861,0.0838,7.8023,7.97,1037.009656,100.7489,1156.03,,15/08/2030
ENAT14,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,056%",8.057,7.7429,7.8672,0.1404,7.7268,8.0077,1036.298143,100.8059,1157.29,,15/08/2030
ENAT24,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,2674%",8.2676,7.9156,8.066,0.1096,7.9564,8.1757,1040.593438,101.1711,1577.95,,15/08/2032
ENAT33,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,262%",8.2272,7.8649,7.9997,0.1985,7.8012,8.1982,1045.566495,101.528,1578.13,0.4,15/08/2032
ENERA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%",6.7995,6.309,6.574,0.1397,6.4343,6.7138,1011.681612,97.843,1251.31,,15/08/2030
ENEV13,ENEVA S.A.,15/12/2027,"IPCA + 4,2259%",6.654,6.1689,6.3961,0.1772,6.2188,6.5734,1283.252412,95.7883,524.26,0.1,15/08/2026
ENEV15,ENEVA S.A.,15/06/2030,"IPCA + 5,5%",6.864,6.4931,6.6846,0.0741,6.6105,6.7588,1272.862648,95.5118,1033.59,,15/05/2029
ENEV16,ENEVA S.A.,15/09/2030,"IPCA + 4,127%",7.0849,6.7514,6.87,0.1359,6.7341,7.006,1157.130604,88.9918,1124.58,,15/05/2029
ENEV18,ENEVA S.A. (*),15/07/2032,"IPCA + 6,5254%",6.8884,6.6112,6.7487,0.1354,6.6133,6.8841,1084.186744,98.8565,1382.85,,15/08/2030
ENEV19,ENEVA S.A. (*),15/09/2032,"IPCA + 6,9%",6.9328,6.6448,6.7745,0.1171,6.6575,6.8917,1102.934215,100.6619,1415.98,,15/08/2030
ENEV26,ENEVA S.A.,15/09/2035,"IPCA + 4,5034%",7.0636,6.7531,6.8922,0.0678,6.8244,6.9601,1085.359099,83.4637,1987.78,,15/05/2035
ENEV28,ENEVA S.A. (*),15/07/2037,"IPCA + 6,5891%",7.0021,6.7034,6.898,0.0443,6.8538,6.9424,1071.004599,97.6425,2071.39,,15/05/2035
ENEV29,ENEVA S.A. (*),15/09/2037,IPCA + 7%,7.0082,6.7,6.8826,0.0531,6.8295,6.9357,1105.732197,100.9147,2092.4,,15/05/2035
ENEV32,ENEVA S.A.,15/05/2029,"IPCA + 5,05%",6.8324,6.5424,6.7029,0.1798,6.5231,6.8828,1296.611983,95.0356,819.44,,15/08/2028
ENEV39,ENEVA S.A. (*),15/09/2042,"IPCA + 7,15%",7.069,6.714,6.9188,0.0464,6.8724,6.9652,1120.803656,102.2862,2648.04,,15/08/2040
ENEVA0,ENEVA S.A. (*),15/04/2034,"IPCA + 6,5643%",6.9974,6.6661,6.8,0.0635,6.7365,6.8637,1023.523638,98.5763,1633.17,,15/08/2032
ENEVB0,ENEVA S.A. (*),15/04/2039,"IPCA + 6,6737%",6.9211,6.6291,6.7365,0.1261,6.6104,6.8627,1033.295587,99.4778,2240.21,0.4,15/05/2035
ENGI29,ENERGISA S/A,15/10/2024,"IPCA + 4,711%",--,--,6.3253,0.267,6.0583,6.5925,1495.103631,99.915,14,,
ENGI39,ENERGISA S/A,15/10/2027,"IPCA + 5,1074%",6.8755,6.4362,6.7075,0.1509,6.5565,6.8585,1440.568134,95.9276,692.33,,15/05/2027
ENGIA1,ENERGISA S/A,15/04/2026,"IPCA + 4,6249%",6.7465,6.3072,6.4732,0.1756,6.2976,6.6489,1335.930619,97.409,377.67,0.4,15/08/2026
ENGIA4,ENERGISA S/A,15/10/2027,"IPCA + 4,2297%",6.8724,6.6119,6.701,0.1983,6.5027,6.8994,1230.692943,93.5972,710.33,,15/05/2027
ENGIA5,ENERGISA S/A,15/10/2031,"IPCA + 6,0872%",6.8424,6.4068,6.6365,0.0899,6.5466,6.7265,1168.377142,97.4631,1251.39,,15/08/2030
ENGIA6,ENERGISA S/A,15/04/2029,"IPCA + 6,1566%",6.8667,6.5653,6.6953,0.0497,6.6456,6.7451,1108.526096,98.4316,786.15,0.1,15/08/2028
ENGIA9,ENERGISA S/A,15/09/2030,"IPCA + 6,1666%",6.865,6.456,6.6162,0.1378,6.4784,6.7541,1022.513584,98.0371,1180.95,,15/08/2030
ENGIB0,ENERGISA S/A,15/04/2031,"IPCA + 6,1581%",6.8275,6.5301,6.6512,0.0868,6.5644,6.7381,1012.745463,97.5609,1340.44,,15/08/2030
ENGIB4,ENERGISA S/A,15/10/2030,"IPCA + 4,4744%",6.9203,6.5921,6.7677,0.1078,6.6599,6.8756,1195.547551,90.8271,1110.54,,15/05/2029
ENGIB6,ENERGISA S/A,15/04/2032,"IPCA + 6,277%",6.8182,6.493,6.6069,0.0972,6.5098,6.7042,1108.474978,98.3762,1329.35,0.05,15/08/2030
ENGIB9,ENERGISA S/A,15/09/2033,"IPCA + 6,4526%",6.8322,6.5223,6.6487,0.0813,6.5674,6.7302,1031.008899,98.8442,1590.26,,15/08/2032
ENGIC0,ENERGISA S/A,15/04/2039,"IPCA + 6,4045%",6.8866,6.5403,6.7112,0.0794,6.6319,6.7907,1012.4669,97.4435,2258.87,,15/05/2035
ENJG21,COMPANHIA ENERGÉTICA JAGUARA,15/06/2027,"IPCA + 6,4962%",6.7401,6.1133,6.4699,0.2434,6.2265,6.7134,903.849129,100.034,347.06,,15/08/2026
ENMI21,COMPANHIA ENERGÉTICA MIRANDA,15/06/2027,"IPCA + 6,4962%",6.627,6.1503,6.4132,0.1339,6.2793,6.5473,997.038237,100.1102,356.19,,15/08/2026
ENMTA3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2027,"IPCA + 4,2297%",6.8029,6.3973,6.5878,0.274,6.3138,6.862,1234.38106,93.8777,710.44,,15/05/2027
ENMTA4,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%",6.8048,6.5715,6.6547,0.1002,6.5545,6.7551,1167.387461,97.3806,1251.23,,15/08/2030
ENMTA5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"IPCA + 6,1566%",6.817,6.381,6.5997,0.1454,6.4543,6.7452,1111.631013,98.7073,786.45,,15/08/2028
ENMTA7,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%",6.7898,6.491,6.6453,0.1021,6.5432,6.7475,1008.328098,97.5187,1250.83,,15/08/2030
ENMTB3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2030,"IPCA + 4,4744%",6.9649,6.5397,6.7572,0.1226,6.6346,6.8798,1196.065848,90.8664,1110.59,,15/05/2029
ENMTB5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2032,"IPCA + 6,277%",6.775,6.3776,6.5816,0.1424,6.4392,6.7241,1109.863872,98.4994,1329.62,,15/08/2030
ENSEA1,ENERGISA SERGIPE - DIST.DE ENERGIA S/A,15/07/2027,"IPCA + 5,736%",6.9015,6.5116,6.7344,0.1961,6.5383,6.9306,1120.491595,97.6018,650.5,,15/05/2027
ENTV12,ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*) (**),15/12/2030,"IPCA + 7,75%",7.0759,6.756,6.8833,0.073,6.8103,6.9563,1378.531042,102.9796,919.15,0.35,15/08/2028
EQMAA0,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/12/2031,"IPCA + 6,3%",6.8628,6.6257,6.7334,0.0827,6.6506,6.8162,1031.227386,97.9404,1286.97,0.35,15/08/2030
EQSP11,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2033,"IPCA + 4,8%",7.075,6.6372,6.8019,0.0759,6.7259,6.8779,1092.976236,92.6926,997.28,,15/05/2029
EQSP21,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2034,"IPCA + 4,65%",6.8702,6.5373,6.657,0.2066,6.4504,6.8638,1068.56155,92.6186,998.76,,15/05/2029
EQTC11,EQUATORIAL TRANSMISSORA 5 SPE S.A.,15/04/2039,"IPCA + 4,85%",--,--,6.8695,0.2145,6.6549,7.0841,1181.657655,87.1726,1766.54,,15/05/2033
EQTN11,EQUATORIAL TRANSMISSORA 2 SPE S/A,15/01/2033,"IPCA + 4,85%",7.109,6.7852,6.8813,0.1707,6.7106,7.0521,1148.929158,93.0054,938.61,,15/05/2029
EQTR11,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.1387,6.7633,6.9612,0.1064,6.8548,7.0677,1174.582657,86.6507,1762.35,,15/05/2033
EQTR21,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.1828,6.7373,6.9395,0.1586,6.7809,7.0982,1176.250994,86.7738,1763.34,,15/05/2033
EQTS11,EQUATORIAL TRANSMISSORA 1 SPE S.A,15/01/2033,"IPCA + 4,85%",6.931,6.4892,6.6864,0.063,6.6234,6.7495,1132.919198,93.4972,963.26,,15/05/2029
EQUA11,EQUATORIAL TRANSMISSAO S.A (*),15/03/2036,"IPCA + 4,9173%",6.8562,6.5205,6.6728,0.1379,6.5349,6.8108,1138.584582,92.1782,1214.24,,15/08/2030
ERDV17,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/06/2025,"IPCA + 7,4438%",8.1951,--,7.8243,0.4307,7.3936,8.2552,707.731059,99.7492,179,,15/05/2025
ERDV36,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/11/2024,IPCA + 6%,--,--,7.5549,0.5023,7.0526,8.0572,748.113903,99.7864,37,,
ERDV38,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/04/2026,"IPCA + 5,5031%",--,--,6.8309,0.4206,6.4103,7.2516,1355.819623,98.7349,256.14,,15/05/2025
ERDVA4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2031,"IPCA + 6,8233%",6.9594,6.5904,6.781,0.1334,6.6476,6.9145,1025.56759,100.2138,1359.04,0.05,15/08/2030
ERDVB4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2034,"IPCA + 7,1117%",7.0722,6.7228,6.9117,0.1434,6.7683,7.0551,1036.638144,101.2273,1646.79,,15/05/2033
ERDVC3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2033,"IPCA + 6,8285%",7.1535,6.6701,6.9359,0.1511,6.7848,7.0871,1065.204335,99.3871,1540.78,,15/08/2032
ERDVC4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2039,"IPCA + 7,3108%",7.2946,6.9898,7.0789,0.1776,6.9013,7.2566,1044.172275,101.9157,2216.91,0.1,15/05/2035
ESAM14,EMPRESA DE ENERGIA SÃO MANOEL S/A,15/06/2033,"IPCA + 7,3129%",6.7841,6.553,6.7289,0.2862,6.4426,7.0152,903.318249,102.1224,974.29,,15/05/2029
ESULA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",6.1674,5.7392,5.9005,0.1427,5.7578,6.0432,454.793549,99.2618,239.95,,15/05/2025
ESULA6,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%",6.8496,6.5956,6.6911,0.0662,6.6249,6.7574,1165.411508,97.2157,1250.91,,15/08/2030
ETAP22,ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A. (*) (**),15/09/2025,"IPCA + 6,1675%",6.2082,5.9152,5.9906,0.2277,5.763,6.2184,692.036046,100.1585,239.34,,15/05/2025
ETBA12,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**),15/02/2029,"IPCA + 5,3382%",6.8065,6.3116,6.5797,0.2416,6.3381,6.8214,1223.114791,96.4869,766.14,,15/08/2028
ETEN11,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9238%",6.1096,5.6127,5.8996,0.1909,5.7087,6.0907,1373.477402,98.9112,297.98,,15/05/2025
ETEN12,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2027,"IPCA + 4,2297%",6.9025,6.6722,6.7609,0.1387,6.6222,6.8997,1228.747647,93.4493,710.27,,15/05/2027
ETEN21,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2028,"IPCA + 5,141%",6.8079,6.3029,6.6227,0.1287,6.494,6.7515,1333.579025,95.9812,736.8,,15/05/2027
ETEN22,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2030,"IPCA + 4,4744%",6.8744,6.4747,6.6647,0.176,6.4886,6.8408,1200.644849,91.2143,1111.09,,15/05/2029
ETEN31,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9761%",6.0632,5.812,6.0311,0.1933,5.8378,6.2246,1405.824065,98.836,294.98,,15/05/2025
ETSP12,EQUATORIAL TRANSMISSORA 7 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.3719,6.7595,7.0271,0.1587,6.8684,7.1858,1169.538416,86.2786,1759.34,,15/05/2033
EUBE11,ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*),15/01/2034,"IPCA + 6,4449%",6.7652,6.3696,6.5114,0.0923,6.419,6.6038,950.877655,99.7358,1066.83,,15/05/2029
EXTZ11,EXTREMOZ TRANSMISSORA DO NORDESTE ETN S.A. (*) (**),15/01/2029,"IPCA + 7,0291%",6.8163,6.2242,6.5492,0.1723,6.3769,6.7216,754.76684,101.111,620.55,,15/05/2027
FBRI13,FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*),15/04/2034,"IPCA + 7,3609%",7.4763,7.1629,7.2513,0.0943,7.157,7.3457,1046.938035,100.5863,1443.19,,15/08/2032
FGEN13,FERREIRA GOMES ENERGIA S/A,15/12/2027,"IPCA + 6,4686%",6.6327,6.0998,6.4378,0.248,6.1897,6.6859,1079.053439,100.0462,401.99,,15/08/2026
