Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2026,"IPCA + 4,2542%",6.9773,6.5856,6.8317,0.1563,6.6754,6.9881,1317.403985,96.455,372.2,,15/08/2026
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/10/2024,"IPCA + 4,9102%",--,--,6.1202,0.2081,5.9122,6.3284,1499.788534,99.9409,13,,
CSRN29,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2029,"IPCA + 4,4986%",6.9051,6.4467,6.6604,0.163,6.4975,6.8235,1280.318756,93.6388,805.75,,15/08/2028
CSRNA1,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*) (**),15/06/2028,"IPCA + 6,4482%",7.0371,6.5614,6.7855,0.0419,6.7436,6.8275,1055.707207,98.9642,828.99,,15/08/2028
CSRNB2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2034,"IPCA + 6,0691%",6.9009,6.559,6.7216,0.0786,6.643,6.8003,977.043965,95.9833,1679,,15/05/2033
CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/07/2029,"IPCA + 6,623%",6.7832,6.3699,6.6757,0.1661,6.5096,6.8419,1095.064793,99.8154,942.38,,15/05/2029
CTEE17,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/04/2025,"IPCA + 4,7%",5.8983,5.2556,5.6556,0.1039,5.5517,5.7596,1431.008757,99.5176,134.1,,15/05/2025
CTEE18,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/12/2029,"IPCA + 3,5%",6.7257,6.3255,6.5145,0.1037,6.4108,6.6183,1196.542271,89.4922,969.63,0.35,15/05/2029
CTEE1B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2031,"IPCA + 5,771%",6.847,6.2824,6.6066,0.1202,6.4864,6.7269,1145.438573,95.61,1432.89,,15/08/2032
CTEE29,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/05/2044,"IPCA + 5,3%",6.852,6.5239,6.6906,0.0954,6.5952,6.7861,1040.316001,90.6709,1832.66,,15/05/2035
CTEE2B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2039,"IPCA + 5,864%",6.8124,6.3685,6.6052,0.0512,6.554,6.6565,1122.298184,93.6406,2350.84,,15/08/2040
CTGE11,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL  (*),15/11/2028,"IPCA + 3,75%",7.0255,6.3868,6.653,0.1426,6.5104,6.7957,N/D,N/D,N/D,,15/05/2029
CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),15/09/2029,"IPCA + 5,3455%",6.9927,6.421,6.7394,0.1021,6.6373,6.8416,1241.159106,94.3887,1104.67,,15/05/2029
CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),15/04/2031,"IPCA + 6,3423%",6.922,6.5592,6.7319,0.0699,6.662,6.8018,1020.304849,98.083,1331.96,,15/08/2030
CTNS14,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",6.1176,5.5695,5.6967,0.3943,5.3025,6.0911,455.677157,99.4464,238.95,,15/05/2025
CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,15/08/2032,"IPCA + 6,9094%",6.9373,6.5104,6.8256,0.3103,6.5153,7.136,854.109831,100.2742,880.45,,15/08/2028
CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,15/12/2031,"IPCA + 5,8813%",6.8284,6.2402,6.5485,0.2526,6.2959,6.8013,956.108492,97.8286,877.15,,15/08/2028
CXER12,COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.,15/12/2027,"IPCA + 7,0602%",--,--,7.6567,0.1934,7.4633,7.8502,836.150523,99.06,427.69,,15/08/2026
DESK17,DESKTOP S/A (*),15/06/2031,"IPCA + 7,4408%",7.514,7.1779,7.3737,0.0696,7.3042,7.4434,1023.62005,100.2913,1173.69,,15/08/2030
EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),15/11/2035,"IPCA + 8,6%",7.6042,7.1072,7.5146,0.1732,7.3414,7.6879,1125.123742,105.0429,1245.28,,15/08/2030
ECER12,CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*),15/09/2027,"IPCA + 6,35%",6.9142,6.5664,6.7631,0.0909,6.6722,6.8541,1102.069691,98.8635,743,,15/08/2028
ECHP11,ECHOENERGIA PARTICIPACOES S/A (*),15/06/2030,"IPCA + 6,9%",6.9235,6.5869,6.7522,0.1436,6.6086,6.8959,1265.94351,100.4032,733.36,0.1,15/05/2027
ECHP12,ECHOENERGIA PARTICIPACOES S/A (*),15/12/2030,"IPCA + 4,75%",7.2379,6.8621,7.0039,0.4049,6.599,7.4089,1139.731118,94.4174,671.75,,15/05/2027
ECHP22,ECHOENERGIA PARTICIPACOES S/A (*),15/01/2031,"IPCA + 4,75%",6.8965,6.435,6.6859,0.1432,6.5426,6.8292,1148.764107,95.1658,674.73,,15/05/2027
ECOV16,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),15/02/2033,"IPCA + 6,095%",6.7427,6.5206,6.588,0.0686,6.5194,6.6567,1001.002982,97.4124,1421.93,0.15,15/08/2032
ECPN11,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,15/10/2034,"IPCA + 4,4%",--,--,8.2444,0.0533,8.1911,8.2978,1082.138805,82.016,1334.94,,15/08/2030
EDFT11,EDF OITI TRANSMISSORA S.A. (*),15/05/2049,"IPCA + 6,8209%",6.9467,6.1895,6.6394,0.1936,6.4458,6.8331,1054.856222,101.5288,2255.98,,15/05/2035
EDPA11,EDP TRANSMISSAO ALIANCA SC S.A.,15/10/2028,"IPCA + 6,72%",7.3979,6.709,7.058,0.1908,6.8672,7.2488,1324.967208,99.3347,531.14,,15/05/2027
EDPT11,EDP TRANSMISSÃO S.A. (*) (**),15/05/2033,"IPCA + 7,0267%",6.8665,6.422,6.6895,0.2398,6.4497,6.9294,1020.251103,101.2107,963.95,,15/05/2029
EDTE12,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**),15/12/2028,"IPCA + 5,2939%",6.8152,6.4274,6.5477,0.1389,6.4087,6.6867,1239.098462,96.8793,672.15,,15/05/2027
EDVP14,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",6.1131,5.493,5.804,0.178,5.626,5.9821,455.238946,99.3507,238.95,,15/05/2025
EDVP17,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,15/01/2032,"IPCA + 6,0996%",6.8802,6.4138,6.6394,0.1489,6.4905,6.7885,1118.956787,97.3872,1312.29,,15/08/2030
EEELA0,CPFL TRANSMISSAO S.A (*),15/10/2033,"IPCA + 6,1774%",6.7547,6.2752,6.4954,0.094,6.4015,6.5895,1048.753192,98.1469,1573.45,,15/08/2032
EEELA1,CPFL TRANSMISSAO S.A (*),15/04/2034,"IPCA + 6,0994%",6.7483,6.3339,6.4967,0.1186,6.3781,6.6154,1007.905897,97.5602,1661.57,0.05,15/05/2033
EEELB1,CPFL TRANSMISSAO S.A (*),15/04/2039,"IPCA + 6,1572%",6.6516,6.3305,6.4682,0.1001,6.3681,6.5684,1006.04077,97.3605,2295.75,,15/08/2040
EGIE17,ENGIE BRASIL ENERGIA S.A.,15/07/2025,"IPCA + 5,6579%",5.9103,5.3894,5.6833,0.1023,5.581,5.7857,698.905956,99.9811,198,,15/05/2025
EGIE19,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,7%",6.673,6.1576,6.4001,0.2296,6.1705,6.6299,1303.679235,96.8013,317.9,,15/08/2026
EGIE27,ENGIE BRASIL ENERGIA S.A.,15/07/2028,"IPCA + 5,9033%",6.8667,6.4075,6.6269,0.1426,6.4843,6.7697,1375.101104,98.3087,630.67,,15/05/2027
EGIE29,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,9%",6.9529,6.5805,6.7791,0.1162,6.6629,6.8954,1223.396593,90.8034,885.84,,15/08/2028
EGIE39,ENGIE BRASIL ENERGIA S.A.,15/07/2026,"IPCA + 3,6%",6.8023,5.9795,6.4388,0.2475,6.1913,6.6865,1301.675489,96.6722,314.61,0.1,15/08/2026
EGIE49,ENGIE BRASIL ENERGIA S.A.,15/07/2029,"IPCA + 3,7%",7.0125,6.6542,6.8319,0.1432,6.6887,6.9751,1213.40767,90.0985,878.82,,15/08/2028
EGIEA0,ENGIE BRASIL ENERGIA S.A. (*),15/09/2046,"IPCA + 5,7158%",6.7242,6.212,6.4568,0.159,6.2978,6.6158,1027.940083,93.2171,2496.38,,15/08/2040
EGIEA1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2033,"IPCA + 5,9325%",6.7131,6.4492,6.5518,0.0215,6.5303,6.5734,1046.920533,96.3837,1586.81,0.1,15/08/2032
EGIEB1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2038,"IPCA + 6,0691%",6.8465,6.5076,6.6403,0.0363,6.604,6.6766,1036.714498,95.345,2221.46,,15/05/2035
EGIEB2,ENGIE BRASIL ENERGIA S.A. (*),15/06/2034,"IPCA + 6,7766%",6.7134,6.4826,6.5927,0.0504,6.5422,6.6432,1034.205577,101.1648,1694.68,,15/05/2033
EGVG11,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",6.8798,6.5788,6.6505,0.1358,6.5147,6.7864,762.69712,93.7064,573.98,,15/05/2027
EGVG21,ENEL GREEN POWER VOLTA GRANDE S.A.,15/10/2029,"IPCA + 3,7%",6.8623,6.3135,6.5525,0.1854,6.3671,6.738,778.404183,93.9552,569.36,,15/05/2027
EKTRB3,ELEKTRO REDES S.A. (*),15/04/2034,"IPCA + 6,2587%",6.8847,6.6255,6.7481,0.0785,6.6696,6.8267,1005.219179,97.0318,1647.63,,15/05/2033
EKTRC0,ELEKTRO REDES S.A. (*),15/10/2031,"IPCA + 5,7697%",6.8307,6.5579,6.6465,0.0346,6.6119,6.6811,1148.749112,95.9465,1259.29,,15/08/2030
EKTRC1,ELEKTRO REDES S.A. (*) (**),15/07/2029,"IPCA + 6,623%",6.8435,6.4171,6.5838,0.0755,6.5083,6.6593,1098.600487,100.1376,942.68,,15/05/2029
EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),15/05/2038,"IPCA + 6,4217%",6.939,6.6394,6.791,0.064,6.7269,6.8551,1006.421621,97.5318,1812.63,,15/05/2033
ELEK37,ELEKTRO REDES S.A.,15/05/2025,"IPCA + 5,9542%",6.0592,5.7705,5.9561,0.0722,5.8838,6.0284,712.03439,99.9989,152.44,,15/05/2025
ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2031,"IPCA + 6,317%",6.8594,6.5416,6.6323,0.0836,6.5487,6.716,1030.268593,98.5252,1263.22,0.15,15/08/2030
ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2031,"IPCA + 4,9126%",6.9045,6.5055,6.6913,0.0637,6.6276,6.755,1143.248932,91.1751,1377.12,,15/08/2030
ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/05/2029,"IPCA + 5,1814%",6.9112,6.5661,6.7055,0.1105,6.595,6.8161,1303.472197,95.4316,816.79,,15/08/2028
ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2031,"IPCA + 4,26%",7.0124,6.6008,6.7966,0.104,6.6926,6.9007,1114.515013,89.0342,1209.64,,15/08/2030
ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),15/04/2032,"IPCA + 6,1385%",6.9268,6.61,6.7713,0.037,6.7343,6.8084,1090.135503,96.9017,1330.87,0.5,15/08/2030
ELPLB4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A,15/05/2026,"IPCA + 4,0134%",6.8178,6.3094,6.7721,0.1765,6.5956,6.9486,1304.079383,95.9967,393.1,0.45,15/08/2026
ELTN15,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/04/2031,"IPCA + 6,3423%",6.9159,6.6404,6.7704,0.1015,6.6689,6.872,1018.36201,97.8962,1331.59,,15/08/2030
ENAT11,ENAUTA PARTICIPACOES S.A. (*),15/12/2029,"IPCA + 9,8297%",7.7896,7.465,7.6344,0.0958,7.5386,7.7303,1179.870891,106.0453,737.27,0.05,15/05/2027
ENAT12,ENAUTA PARTICIPACOES S.A. (*),17/09/2029,"IPCA + 7,1149%",--,--,7.8964,0.1142,7.7822,8.0107,1018.96567,97.4971,877.51,,15/08/2028
ENAT13,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,0618%",8.1345,7.6573,7.9043,0.0872,7.8171,7.9916,1036.403201,100.6704,1154.9,,15/08/2030
ENAT14,ENAUTA PARTICIPACOES S.A. (*),15/06/2030,"IPCA + 8,056%",8.0971,7.8027,7.9362,0.1214,7.8149,8.0577,1033.456211,100.5099,1155.8,,15/08/2030
ENAT24,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,2674%",8.27,7.9106,8.0326,0.1769,7.8557,8.2097,1042.811788,101.3663,1577.66,,15/08/2032
ENAT33,ENAUTA PARTICIPACOES S.A. (*),15/06/2034,"IPCA + 8,262%",8.2677,7.798,7.988,0.2624,7.7257,8.2505,1046.476937,101.5959,1577.38,0.45,15/08/2032
ENERA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%",6.8342,6.3436,6.6129,0.1282,6.4847,6.7411,1009.992594,97.6678,1250.05,,15/08/2030
ENEV13,ENEVA S.A.,15/12/2027,"IPCA + 4,2259%",6.7421,6.3019,6.4912,0.1529,6.3383,6.6442,1281.044619,95.6186,523.1,0.05,15/08/2026
ENEV15,ENEVA S.A.,15/06/2030,"IPCA + 5,5%",6.9022,6.5262,6.6703,0.0861,6.5842,6.7565,1273.745017,95.5685,1032.65,,15/05/2029
ENEV16,ENEVA S.A.,15/09/2030,"IPCA + 4,127%",7.0921,6.7616,6.8846,0.1282,6.7564,7.0129,1156.60019,88.9468,1123.52,,15/05/2029
ENEV18,ENEVA S.A. (*),15/07/2032,"IPCA + 6,5254%",6.9562,6.6795,6.8174,0.1073,6.7102,6.9248,1080.527429,98.5093,1381.1,,15/08/2030
ENEV19,ENEVA S.A. (*),15/09/2032,"IPCA + 6,9%",6.9805,6.682,6.7812,0.0725,6.7087,6.8537,1102.707808,100.626,1414.91,,15/08/2030
ENEV26,ENEVA S.A.,15/09/2035,"IPCA + 4,5034%",7.0585,6.712,6.8839,0.0688,6.8151,6.9528,1086.188229,83.5223,1986.97,,15/05/2035
ENEV28,ENEVA S.A. (*),15/07/2037,"IPCA + 6,5891%",7.0373,6.7326,6.9108,0.0434,6.8674,6.9543,1070.113917,97.5476,2069.88,,15/05/2035
ENEV29,ENEVA S.A. (*),15/09/2037,IPCA + 7%,7.0351,6.71,6.9105,0.0454,6.8651,6.9559,1103.506959,100.6959,2090.28,,15/05/2035
ENEV32,ENEVA S.A.,15/05/2029,"IPCA + 5,05%",6.9027,6.6636,6.7249,0.117,6.6078,6.842,1295.931217,94.9779,818.37,,15/08/2028
ENEV39,ENEVA S.A. (*),15/09/2042,"IPCA + 7,15%",7.1083,6.7353,6.9397,0.0502,6.8895,6.99,1118.676193,102.0756,2645.06,,15/08/2040
ENEVA0,ENEVA S.A. (*),15/04/2034,"IPCA + 6,5643%",7.001,6.6909,6.7855,0.1135,6.672,6.8992,1024.575809,98.6639,1632.46,,15/08/2032
ENEVB0,ENEVA S.A. (*),15/04/2039,"IPCA + 6,6737%",7.0021,6.6929,6.7658,0.0862,6.6797,6.8521,1030.929587,99.2358,2237.58,0.45,15/05/2035
ENGI29,ENERGISA S/A,15/10/2024,"IPCA + 4,711%",--,--,6.2927,0.2263,6.0664,6.5192,1495.3221,99.9227,13,,
ENGI39,ENERGISA S/A,15/10/2027,"IPCA + 5,1074%",6.9562,6.5088,6.7678,0.1585,6.6092,6.9264,1438.545249,95.7848,691.24,,15/05/2027
ENGIA1,ENERGISA S/A,15/04/2026,"IPCA + 4,6249%",6.7779,6.3064,6.4974,0.0862,6.4111,6.5837,1335.658264,97.3827,376.67,0.45,15/08/2026
ENGIA4,ENERGISA S/A,15/10/2027,"IPCA + 4,2297%",6.9433,6.4486,6.7371,0.2038,6.5333,6.941,1229.69912,93.5168,709.29,,15/05/2027
ENGIA5,ENERGISA S/A,15/10/2031,"IPCA + 6,0872%",6.8793,6.5065,6.6911,0.06,6.6311,6.7511,1165.579246,97.2179,1249.91,,15/08/2030
ENGIA6,ENERGISA S/A,15/04/2029,"IPCA + 6,1566%",6.9217,6.6396,6.7638,0.0137,6.7501,6.7776,1106.471325,98.237,784.93,0.05,15/08/2028
ENGIA9,ENERGISA S/A,15/09/2030,"IPCA + 6,1666%",6.9253,6.5145,6.6819,0.1149,6.5669,6.7969,1019.712719,97.7564,1179.6,,15/08/2030
ENGIB0,ENERGISA S/A,15/04/2031,"IPCA + 6,1581%",6.8506,6.4847,6.6461,0.1126,6.5334,6.7588,1013.147208,97.5875,1339.49,,15/08/2030
ENGIB4,ENERGISA S/A,15/10/2030,"IPCA + 4,4744%",7.0047,6.5673,6.7855,0.0845,6.701,6.8701,1194.845747,90.7682,1109.44,,15/05/2029
ENGIB6,ENERGISA S/A,15/04/2032,"IPCA + 6,277%",6.8607,6.5463,6.6654,0.0686,6.5969,6.7341,1105.430513,98.0934,1327.72,,15/08/2030
ENGIB9,ENERGISA S/A,15/09/2033,"IPCA + 6,4526%",6.8634,6.559,6.6831,0.0462,6.6369,6.7294,1029.060879,98.6441,1588.74,,15/08/2032
ENGIC0,ENERGISA S/A,15/04/2039,"IPCA + 6,4045%",6.8988,6.6102,6.7499,0.1318,6.6181,6.8819,1009.330513,97.1287,2255.71,,15/05/2035
ENJG21,COMPANHIA ENERGÉTICA JAGUARA,15/06/2027,"IPCA + 6,4962%",6.7265,6.2164,6.5971,0.3906,6.2065,6.9879,902.49124,99.8701,345.84,,15/08/2026
ENMI21,COMPANHIA ENERGÉTICA MIRANDA,15/06/2027,"IPCA + 6,4962%",6.722,6.2285,6.4695,0.1223,6.3471,6.5919,996.428389,100.0353,355.09,,15/08/2026
ENMTA3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2027,"IPCA + 4,2297%",6.8625,6.3163,6.6061,0.0855,6.5206,6.6917,1233.957461,93.8407,709.42,,15/05/2027
ENMTA4,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%",6.8564,6.6167,6.697,0.07,6.627,6.7672,1165.259606,97.1913,1249.85,,15/08/2030
ENMTA5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"IPCA + 6,1566%",6.9009,6.5329,6.7013,0.0836,6.6177,6.7849,1108.491582,98.4164,785.13,,15/08/2028
ENMTA7,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%",6.858,6.5752,6.7203,0.0309,6.6894,6.7513,1004.962057,97.1813,1249.33,,15/08/2030
ENMTB3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2030,"IPCA + 4,4744%",7.0311,6.6319,6.8057,0.1477,6.6581,6.9535,1193.851227,90.6927,1109.34,,15/05/2029
ENMTB5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2032,"IPCA + 6,277%",6.8782,6.5717,6.6845,0.0715,6.613,6.7561,1104.388264,98.0009,1327.52,,15/08/2030
ENSEA1,ENERGISA SERGIPE - DIST.DE ENERGIA S/A,15/07/2027,"IPCA + 5,736%",6.9906,6.4971,6.7317,0.1832,6.5485,6.915,1120.727742,97.6118,649.5,,15/05/2027
ENTV12,ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*) (**),15/12/2030,"IPCA + 7,75%",7.1471,6.7984,6.948,0.065,6.883,7.013,1375.703473,102.7495,917.7,0.1,15/08/2028
EQMAA0,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/12/2031,"IPCA + 6,3%",6.921,6.6503,6.7923,0.0597,6.7326,6.8521,1028.47846,97.6667,1285.44,0.1,15/08/2030
EQSP11,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2033,"IPCA + 4,8%",7.0906,6.6555,6.8389,0.0495,6.7894,6.8885,1091.642491,92.5728,995.8,,15/05/2029
EQSP21,EQUATORIAL TRANSMISSORA 3 SPE S.A.,15/01/2034,"IPCA + 4,65%",6.9452,6.6108,6.6957,0.2008,6.495,6.8966,1067.180559,92.4926,997.06,,15/05/2029
EQTC11,EQUATORIAL TRANSMISSORA 5 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.0777,6.7602,6.7729,0.2538,6.5191,7.0268,1189.356597,87.734,1769.97,,15/05/2033
EQTN11,EQUATORIAL TRANSMISSORA 2 SPE S/A,15/01/2033,"IPCA + 4,85%",7.1637,6.6007,6.8429,0.2039,6.639,7.047,1150.640448,93.137,938.12,,15/05/2029
EQTR11,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.1624,6.8092,6.9682,0.1141,6.8541,7.0825,1174.226317,86.6179,1761.03,,15/05/2033
EQTR21,EQUATORIAL TRANSMISSORA 8 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.1175,6.7646,6.9252,0.1419,6.7833,7.0672,1177.532091,86.8618,1762.99,,15/05/2033
EQTS11,EQUATORIAL TRANSMISSORA 1 SPE S.A,15/01/2033,"IPCA + 4,85%",7.0494,6.5341,6.763,0.039,6.724,6.8021,1129.982579,93.2479,961.22,,15/05/2029
EQUA11,EQUATORIAL TRANSMISSAO S.A (*),15/03/2036,"IPCA + 4,9173%",6.8672,6.5808,6.6916,0.0968,6.5948,6.7885,1137.782133,92.1062,1212.76,,15/08/2030
ERDV17,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/06/2025,"IPCA + 7,4438%",--,7.6001,7.6971,0.4116,7.2854,8.1088,708.453039,99.8338,178,,15/05/2025
ERDV36,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/11/2024,IPCA + 6%,--,--,7.436,0.799,6.637,8.235,748.363763,99.808,36,,
ERDV38,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,15/04/2026,"IPCA + 5,5031%",--,--,6.9692,0.2168,6.7523,7.1861,1354.246994,98.6105,255.06,,15/05/2025
ERDVA4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2031,"IPCA + 6,8233%",7.0121,6.6489,6.8162,0.1235,6.6927,6.9399,1023.898597,100.0358,1357.69,,15/08/2030
ERDVB4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2034,"IPCA + 7,1117%",7.0818,6.8106,6.9309,0.1255,6.8054,7.0565,1035.580776,101.1079,1645.4,0.35,15/05/2033
ERDVC3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2033,"IPCA + 6,8285%",7.1933,6.6983,6.9382,0.1459,6.7922,7.0842,1065.227335,99.3745,1539.74,,15/08/2032
ERDVC4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/06/2039,"IPCA + 7,3108%",7.3168,7.033,7.0552,0.1681,6.8871,7.2233,1046.37295,102.1134,2217.25,0.4,15/05/2035
ESAM14,EMPRESA DE ENERGIA SÃO MANOEL S/A,15/06/2033,"IPCA + 7,3129%",--,6.6282,6.9108,0.2696,6.6412,7.1805,897.535507,101.4517,970.52,,15/05/2029
ESULA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",6.1171,5.6515,5.8853,0.1276,5.7578,6.013,454.907497,99.2784,238.95,,15/05/2025
ESULA6,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%",6.9013,6.4733,6.6966,0.1054,6.5912,6.8022,1165.281274,97.1931,1249.86,,15/08/2030
ETAP22,ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A. (*) (**),15/09/2025,"IPCA + 6,1675%",6.1118,5.2486,5.7948,0.3845,5.4103,6.1795,693.32904,100.3332,238.34,,15/05/2025
ETBA12,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**),15/02/2029,"IPCA + 5,3382%",6.8714,6.4094,6.5904,0.098,6.4924,6.6885,1222.912963,96.462,765.09,,15/08/2028
ETEN11,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9238%",5.9741,5.6996,5.8137,0.1376,5.6761,5.9514,1374.948784,99.0095,296.98,,15/05/2025
ETEN12,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2027,"IPCA + 4,2297%",--,--,6.7971,0.1439,6.6532,6.9411,1227.755649,93.369,709.23,,15/05/2027
ETEN21,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2028,"IPCA + 5,141%",6.853,6.3748,6.6526,0.1145,6.538,6.7672,1332.67613,95.908,735.72,,15/05/2027
ETEN22,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/10/2030,"IPCA + 4,4744%",6.9356,6.5001,6.7208,0.1689,6.552,6.8898,1198.038676,91.0108,1109.79,,15/05/2029
ETEN31,ENERGISA TRANSMISSAO DE ENERGIA S.A,15/12/2025,"IPCA + 4,9761%",5.9636,5.7485,5.8795,0.1355,5.7441,6.0151,1408.340682,99.0051,294,,15/05/2025
ETSP12,EQUATORIAL TRANSMISSORA 7 SPE S.A.,15/04/2039,"IPCA + 4,85%",7.3869,6.7745,7.0432,0.1572,6.886,7.2006,1168.494561,86.1951,1757.6,,15/05/2033
EUBE11,ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*),15/01/2034,"IPCA + 6,4449%",6.7721,6.4046,6.6053,0.0701,6.5352,6.6754,947.473004,99.3653,1064.19,,15/05/2029
EXTZ11,EXTREMOZ TRANSMISSORA DO NORDESTE ETN S.A. (*) (**),15/01/2029,"IPCA + 7,0291%",6.912,6.3898,6.6049,0.1643,6.4406,6.7693,753.902347,100.9794,619.32,,15/05/2027
FBRI13,FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*),15/04/2034,"IPCA + 7,3609%",7.5014,7.1991,7.2743,0.0925,7.1817,7.3669,1045.826464,100.4625,1441.8,,15/08/2032
FGEN13,FERREIRA GOMES ENERGIA S/A,15/12/2027,"IPCA + 6,4686%",6.7886,6.1144,6.5576,0.2296,6.328,6.7873,1077.269198,99.8672,400.71,0.35,15/08/2026
