Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B
ALGE16,ALIANCA GERACAO DE ENERGIA S.A (*),15/11/2037,"IPCA + 6,1451%",6.9916,6.5752,6.7828,0.024,6.7588,6.8069,1023.940398,96.4367,1515.32,,15/08/2032
ALGTA4,ALGAR TELECOM S/A (*),15/11/2033,"IPCA + 6,3243%",7.2846,6.9081,7.0841,0.0533,7.0309,7.1375,1016.296411,95.8345,1499.78,,15/08/2032
ALIG12,ALIANCA GERACAO DE ENERGIA S.A,15/12/2029,"IPCA + 3,65%",6.7789,6.2485,6.4978,0.2362,6.2616,6.7342,915.685808,93.5667,610.82,,15/05/2027
ALIG13,ALIANCA GERACAO DE ENERGIA S.A (*),15/02/2035,IPCA + 4%,6.6969,6.3536,6.4919,0.181,6.3109,6.6729,907.124819,89.0385,1209.81,,15/08/2030
ALIG15,ALIANCA GERACAO DE ENERGIA S.A (*),15/04/2036,"IPCA + 6,1305%",6.7903,6.4502,6.5877,0.0976,6.49,6.6854,1031.303791,97.6933,1361.98,,15/08/2030
ANET11,AMERICA NET S.A. (*),15/03/2029,"IPCA + 5,6006%",8.6901,8.0672,8.3136,0.1433,8.1703,8.457,807.763243,94.4265,564.53,,15/05/2027
ANET12,AMERICA NET S.A. (*),15/11/2030,"IPCA + 8,9619%",8.7128,8.1701,8.5036,0.3353,8.1683,8.8391,1139.619939,101.5866,942.63,0.1,15/05/2029
APFD19,AUTOPISTA FERNAO DIAS S/A (*),15/09/2031,"IPCA + 6,3854%",7.3307,6.9073,7.1005,0.0811,7.0194,7.1818,1068.324631,97.3416,1010.63,,15/05/2029
APRB18,AUTOPISTA REGIS BITTENCOURT S/A,15/06/2031,"IPCA + 4,5%",7.1947,6.7336,6.909,0.1634,6.7457,7.0725,1248.974939,90.5604,1086.03,,15/05/2029
ARTR19,ARTERIS S/A (*) (**),15/09/2027,"IPCA + 4,8392%",--,--,7.0811,0.208,6.8731,7.2892,1223.878711,95.1885,586.27,0.1,15/05/2027
ASCP13,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2030,"IPCA + 7,55%",6.9717,6.6231,6.8093,0.0319,6.7774,6.8413,1042.938519,102.2261,804.97,,15/08/2028
ASCP23,CONCESS. ROD. A. S. E C. PINTO S/A - ECOPISTAS (*),15/03/2035,"IPCA + 8,15%",7.0526,6.6536,6.8516,0.0877,6.7639,6.9394,1145.343544,108.0347,1626.09,,15/08/2032
ASER12,AGUAS DO SERTAO S.A. (*),15/12/2043,"IPCA + 8,4051%",8.4136,8.0466,8.2333,0.0594,8.1739,8.2928,1093.780402,101.3768,2178,0.45,15/05/2035
ASSR21,ASSURUA 5 ENERGIA S.A (*),15/06/2041,"IPCA + 7,1071%",7.5655,7.2705,7.4147,0.0485,7.3662,7.4632,1018.677823,98.1763,1607.5,,15/08/2032
AURE12,AUREN ENERGIA S.A. (*),15/04/2034,"IPCA + 6,298%",6.9741,6.6743,6.7884,0.1085,6.6798,6.897,1008.388876,97.0364,1642.26,,15/05/2033
BARU11,BARUERI ENERGIA RENOVAVEL S.A. (*),15/03/2043,"IPCA + 7,7959%",7.8543,7.5,7.6605,0.0972,7.5633,7.7579,1025.786022,101.1803,2355.59,0.45,15/08/2040
BCPSA5,CLARO S/A,15/03/2029,"IPCA + 5,7687%",6.8157,6.4671,6.6409,0.0332,6.6077,6.6743,986.096824,96.7962,998.02,0.1,15/05/2029
BHSA11,BARREIRAS HOLDING S.A. (*),15/03/2044,"IPCA + 6,8413%",7.1438,6.8873,7.0011,0.1373,6.8638,7.1384,1037.806002,98.7818,2060.47,,15/05/2035
BLMN12,BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.,15/12/2031,"IPCA + 7,1358%",6.9291,6.5093,6.6413,0.1097,6.5316,6.7512,1249.757132,101.4346,778.18,0.5,15/08/2028
BRFS31,BRF S/A,30/04/2026,"IPCA + 5,5%",11.0594,8.0604,9.4769,0.5883,8.8886,10.0653,N/D,N/D,N/D,,15/08/2026
BRKP28,BRK AMBIENTAL PARTICIPACOES S/A (*),15/09/2034,"IPCA + 5,5365%",8.2752,7.7022,7.9915,0.0671,7.9244,8.0587,1117.301347,85.9662,1637.86,,15/05/2033
BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/03/2028,"IPCA + 5,7694%",7.1525,6.822,7.0214,0.1365,6.8849,7.1581,1204.151354,97.8567,462.53,,15/08/2026
CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2036,"IPCA + 8,1891%",8.1812,7.6285,7.9154,0.0901,7.8253,8.0056,1043.206131,101.8485,1826.76,,15/05/2035
CAEC21,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/03/2029,"IPCA + 5,4058%",7.7149,7.3845,7.5158,0.1179,7.3979,7.6338,1164.863034,94.3242,740.41,0.1,15/05/2027
CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,15/11/2040,"IPCA + 5,4%",7.1334,6.7701,6.963,0.283,6.68,7.2462,1107.519935,90.408,1686.48,,15/05/2033
CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),15/09/2037,"IPCA + 6,85%",6.9278,6.5322,6.7756,0.2331,6.5425,7.0088,1059.347464,100.361,1304.66,,15/08/2030
CART12,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 5,8%",--,--,6.0976,0.2224,5.8752,6.3202,611.770977,99.9387,55,,
CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),15/12/2035,"IPCA + 6,8138%",7.0854,6.762,6.8633,0.0629,6.8004,6.9263,11723.099963,99.766,1273.54,0.1,15/08/2030
CART22,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 6,05%",--,--,8.1674,0.596,7.5714,8.7635,610.636282,99.5695,55,,
CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2033,"IPCA + 10,3294%",9.7475,8.6814,9.3151,0.6984,8.6167,10.0136,1116.007109,103.7504,1011.47,0.1,15/05/2029
CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,IPCA + 5%,7.1667,6.7632,6.9444,0.0527,6.8917,6.9972,1331.775433,90.2987,1386.32,,15/08/2030
CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1895,6.7613,6.9319,0.0533,6.8786,6.9853,1353.380604,91.3626,1380.51,0.35,15/08/2030
CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1569,6.7287,6.8839,0.1021,6.7818,6.9861,1356.714444,91.5877,1381.26,0.35,15/08/2030
CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1752,6.7749,6.9684,0.0548,6.9136,7.0232,1350.85318,91.192,1379.94,,15/08/2030
CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),15/01/2031,"IPCA + 6,6739%",--,--,7.8064,0.2033,7.6031,8.0099,1115.554586,94.7158,1290.75,,15/08/2030
CCRDD1,CCR S/A (*) (**),15/11/2024,IPCA + 6%,--,--,7.6758,0.7036,6.9722,8.3796,727.341812,99.7762,36,,
CCROA5,CCR S/A (*),15/11/2033,"IPCA + 4,8791%",6.8639,6.4716,6.7301,0.0362,6.6939,6.7663,963.896752,90.2326,1457.24,,15/08/2032
CCROB4,CCR S/A (*) (**),15/12/2028,"IPCA + 4,25%",6.7803,6.3323,6.5595,0.1653,6.3942,6.725,1229.409833,95.6177,510.06,,15/08/2026
CCROB6,CCR S/A (*),15/01/2036,"IPCA + 6,437%",6.8347,6.4787,6.6297,0.0748,6.5549,6.7046,1135.717573,98.8053,1671.87,,15/05/2033
CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,15/06/2030,"IPCA + 6,6605%",7.0354,6.583,6.8173,0.1193,6.6979,6.9367,977.585708,99.6093,670.98,,15/05/2027
CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),15/07/2030,"IPCA + 6,5%",6.9255,6.7032,6.7909,0.0407,6.7502,6.8317,1048.043678,98.7862,1127.42,,15/05/2029
CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),15/12/2033,"IPCA + 6,75%",7.0671,6.6876,6.8951,0.0477,6.8474,6.9428,1044.438,99.1483,1585.55,,15/08/2032
CEAR25,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/12/2024,"IPCA + 6,0013%",--,--,6.3686,0.0298,6.3389,6.3985,723.436367,99.9245,55,,
CEAR26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/06/2025,"IPCA + 6,1965%",5.9582,5.7764,5.9408,0.1902,5.7507,6.1311,713.929043,100.1669,174.3,,15/05/2025
CEEBA1,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,15/08/2025,"IPCA + 6,2214%",--,--,6.0226,0.1373,5.8853,6.16,463.080018,100.1617,217.28,,15/05/2025
CEEBB6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/08/2030,"IPCA + 6,25%",6.7472,6.5035,6.6032,0.0255,6.5778,6.6288,1037.91516,98.4875,1156.27,,15/08/2030
CEEBB7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2033,"IPCA + 6,1%",6.868,6.5674,6.7317,0.0713,6.6604,6.8031,1019.119819,96.3032,1593.68,,15/08/2032
CEEBC3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2031,"IPCA + 5,8224%",6.8163,6.483,6.6364,0.0199,6.6164,6.6564,1152.491051,96.2369,1257.87,,15/08/2030
CEEBC4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2032,"IPCA + 6,2792%",6.8663,6.489,6.653,0.0628,6.5903,6.7159,1114.250406,98.1643,1327.79,,15/08/2030
CEED12,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/12/2029,"IPCA + 7,1498%",7.004,6.6638,6.8011,0.0262,6.7749,6.8274,1120.441345,101.4271,1096.39,,15/05/2029
CEED13,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/07/2030,"IPCA + 6,5%",6.9661,6.6565,6.7876,0.0281,6.7595,6.8158,1048.068898,98.7999,1127.44,,15/05/2029
CEED15,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/05/2036,"IPCA + 6,5596%",6.9332,6.554,6.7231,0.0949,6.6282,6.8182,1013.895687,98.8733,1860.02,,15/05/2035
CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,15/08/2029,"IPCA + 5,4409%",6.936,6.4097,6.6274,0.1813,6.4462,6.8088,1150.691595,95.7246,982.23,,15/05/2029
CEMT19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",6.1731,5.6928,5.853,0.2201,5.633,6.0732,455.039066,99.3071,238.95,,15/05/2025
CEPE19,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,15/07/2025,"IPCA + 6,0352%",5.8526,5.4757,5.6991,0.0984,5.6007,5.7975,466.683246,100.2452,194.39,,15/05/2025
CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2033,"IPCA + 6,1%",6.884,6.4994,6.6753,0.0602,6.615,6.7356,1022.533207,96.6257,1594.65,,15/08/2032
CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2031,"IPCA + 5,875%",6.8009,6.4878,6.6339,0.0281,6.6058,6.6621,1155.817381,96.4926,1256.39,,15/08/2030
CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2032,"IPCA + 6,2792%",6.8128,6.4942,6.6259,0.0202,6.6057,6.6462,1115.743552,98.2959,1328.08,,15/08/2030
CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),15/09/2030,"IPCA + 7,4941%",6.8811,6.5754,6.6957,0.1206,6.5751,6.8164,1081.57523,103.4627,1152.99,,15/08/2030
CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),15/08/2030,"IPCA + 4,3%",6.8622,6.5183,6.6462,0.0574,6.5888,6.7037,1189.886347,90.7154,1098.89,0.1,15/05/2029
CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),15/04/2034,"IPCA + 6,1661%",6.7189,6.3693,6.5691,0.0633,6.5058,6.6326,1017.417711,97.5463,1648.43,,15/05/2033
CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/07/2039,"IPCA + 6,4504%",6.5469,6.2787,6.4056,0.0418,6.3638,6.4475,1019.385848,100.3902,2332.62,,15/08/2040
CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,15/08/2031,"IPCA + 5,27%",6.9106,6.6614,6.7563,0.0949,6.6614,6.8513,1115.669036,95.1617,884.4,,15/08/2028
CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/04/2031,"IPCA + 7,1%",6.9264,6.5457,6.6835,0.1339,6.5496,6.8175,1104.153031,101.7724,1137.86,,15/08/2030
CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/05/2036,"IPCA + 6,4895%",6.934,6.6449,6.755,0.0703,6.6847,6.8254,1008.178178,98.1743,1860.83,0.35,15/05/2035
CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2031,"IPCA + 6,4407%",6.8995,6.5947,6.7308,0.0959,6.6349,6.8268,1056.492194,98.6684,1239.88,,15/08/2030
CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2035,"IPCA + 6,6789%",6.9739,6.6542,6.8,0.0928,6.7072,6.8929,1063.407504,99.2121,1755.45,,15/05/2033
CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/06/2031,"IPCA + 6,767%",6.8889,6.6663,6.7426,0.0809,6.6617,6.8236,1027.275435,100.1232,1357.71,0.5,15/08/2030
CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),15/12/2035,"IPCA + 8,1693%",8.0205,7.589,7.8109,0.0468,7.7641,7.8578,1185.98028,101.6286,1230.7,0.45,15/08/2030
CLAG13,COLOMBO AGROINDUSTRIA SA (*),15/07/2028,"IPCA + 5,4806%",7.2009,6.8254,7.0124,0.0409,6.9716,7.0534,1167.950699,96.3634,645.87,0.1,15/05/2027
CLCD26,CELESC DISTRIBUIÇÃO S/A (*),15/11/2030,"IPCA + 6,5279%",6.9864,6.5992,6.7765,0.0718,6.7047,6.8484,1052.588762,99.0004,1085.3,,15/05/2029
CLCD27,CELESC DISTRIBUIÇÃO S/A (*),15/07/2034,"IPCA + 6,9534%",6.9541,6.6711,6.743,0.079,6.6641,6.8221,1027.487311,101.2899,1642.15,0.45,15/05/2033
CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,27/06/2028,"IPCA + 8,7345%",7.1687,6.6572,6.8054,0.2351,6.5704,7.0406,957.663013,102.4193,338.17,,15/08/2026
CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),15/01/2042,"IPCA + 7,25%",8.0131,7.6534,7.7294,0.1228,7.6066,7.8523,1001.33701,96.9975,1711.68,0.5,15/05/2033
CMDT33,CEMIG DISTRIBUIÇÃO S/A,15/02/2025,"IPCA + 5,1%",--,--,6.2349,0.5855,5.6494,6.8204,493.219841,99.5832,98,,
CMGD27,CEMIG DISTRIBUIÇÃO S/A,15/06/2026,"IPCA + 4,1%",6.0679,5.5279,5.8178,0.1287,5.6892,5.9466,1328.012937,98.1093,293.36,,15/05/2025
CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),15/06/2029,"IPCA + 6,1052%",6.8603,6.2878,6.5617,0.1205,6.4411,6.6823,1086.55069,98.4276,929.6,,15/08/2028
CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2034,"IPCA + 6,1469%",6.7641,6.412,6.6052,0.1297,6.4755,6.7349,996.120614,97.1991,1657.77,0.35,15/05/2033
CMIN11,CSN MINERACAO S.A. (*),15/07/2031,"IPCA + 4,879%",7.2452,6.8489,7.1208,0.1085,7.0123,7.2294,1075.428179,88.5668,1436.89,0.35,15/08/2032
CMIN12,CSN MINERACAO S.A.,15/07/2032,"IPCA + 6,8798%",7.3478,6.8775,7.0169,0.124,6.8929,7.141,1094.816457,99.2251,1528.28,0.1,15/08/2032
CMIN21,CSN MINERACAO S.A. (*),15/07/2036,"IPCA + 5,021%",--,--,7.4912,0.1306,7.3606,7.6219,1010.502236,83.1962,1959.43,,15/05/2035
CMIN22,CSN MINERACAO S.A.,15/07/2037,"IPCA + 7,0673%",7.5885,7.1988,7.2808,0.1112,7.1696,7.3921,1086.188947,98.4069,2027.25,,15/05/2035
CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2029,"IPCA + 7,6245%",6.8741,6.5101,6.6212,0.0896,6.5317,6.7109,1152.598173,104.1167,1088.22,,15/05/2029
CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),15/12/2035,IPCA + 6%,7.8971,7.5956,7.6952,0.1737,7.5216,7.869,1162.752804,91.3138,1422.39,,15/08/2032
COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2032,"IPCA + 6,2137%",6.8149,6.4838,6.635,0.1318,6.5032,6.7669,1092.626893,97.8973,1350.55,,15/08/2030
COMR14,COMERC PARTICIPACOES S.A. (*),15/11/2038,"IPCA + 7,9171%",7.136,6.6243,6.8936,0.3785,6.5152,7.2722,1123.784554,106.0048,1561.2,0.4,15/08/2032
COMR15,COMERC PARTICIPACOES S.A. (*),15/04/2040,"IPCA + 7,2209%",7.1478,6.7285,6.8726,0.198,6.6746,7.0706,1065.24566,102.0527,1582.04,0.5,15/08/2032
CONF11,CONFLUENCIA ENERGIA S/A (*),15/11/2041,"IPCA + 6,6018%",7.201,6.87,7.0287,0.0258,7.0029,7.0546,1186.110349,97.2616,1738.76,,15/05/2033
CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),15/08/2029,"IPCA + 7,684%",--,11.2737,11.3732,0.2585,11.1147,11.6318,996.128279,90.5568,735.27,0.15,15/05/2027
CPFGA2,CPFL TRANSMISSAO S.A (*),15/05/2031,"IPCA + 6,0265%",6.9435,6.5013,6.7241,0.1263,6.5978,6.8505,1081.473305,96.9624,1182.79,,15/08/2030
CPFPA0,COMPANHIA PIRATININGA DE FORÇA E LUZ,15/08/2025,"IPCA + 5,8%",5.9328,5.4539,5.7267,0.0819,5.6448,5.8087,694.955539,100.0598,217.52,,15/05/2025
CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%",6.7529,6.3311,6.5316,0.127,6.4046,6.6586,1046.530472,97.9389,1572.83,,15/08/2032
CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2034,"IPCA + 6,235%",6.7405,6.4253,6.558,0.1549,6.403,6.713,1016.722468,98.0268,1651.17,,15/05/2033
CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2039,"IPCA + 6,3018%",6.7599,6.4328,6.6216,0.0036,6.618,6.6252,1009.183688,97.3171,2272.6,,15/05/2035
CPGT15,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/09/2025,"IPCA + 7,6475%",6.0828,5.4246,5.7246,0.1261,5.5986,5.8508,280.138858,101.7135,237.55,,15/05/2025
CPGT26,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/07/2025,"IPCA + 3,9%",5.8536,5.3219,5.5818,0.1113,5.4705,5.6933,1330.613454,98.7612,195.61,,15/05/2025
CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/10/2031,"IPCA + 5,7138%",6.9876,6.5796,6.7957,0.1569,6.6388,6.9527,1131.739011,95.0197,1259.62,,15/08/2030
CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2035,"IPCA + 6,8226%",6.9214,6.4454,6.6925,0.0688,6.6237,6.7614,1099.905435,100.8488,1749.37,,15/05/2033
CPLD26,COPEL DISTRIBUICAO S/A (*),15/06/2031,"IPCA + 4,7742%",6.7459,6.2212,6.4964,0.0826,6.4138,6.5792,1131.077485,92.2626,1239.07,,15/08/2030
CPLD29,COPEL DISTRIBUICAO S/A (*),15/05/2036,"IPCA + 6,2831%",6.7326,6.4461,6.5273,0.0731,6.4542,6.6005,1012.452348,98.4255,1739.32,0.05,15/05/2033
CPLD37,COPEL DISTRIBUICAO S/A (*),15/05/2032,"IPCA + 6,1732%",6.7417,6.3734,6.5273,0.0768,6.4504,6.6042,1093.336063,98.2258,1352.95,,15/08/2030
CPTM15,LIGGA TELECOMUNICACOES S.A (*),15/09/2030,"IPCA + 8,8507%",12.2605,11.9117,12.0251,0.103,11.9221,12.1282,978.567285,88.9971,1012.94,,15/05/2029
CPXB22,ETC - EMPRESA TRANSMISSORA CAPIXABA S.A (*),15/09/2025,"IPCA + 6,1675%",6.1373,5.4978,5.7727,0.2074,5.5654,5.9802,693.466055,100.353,238.35,,15/05/2025
CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),15/12/2030,"IPCA + 5,9668%",7.9267,7.4604,7.7165,0.0552,7.6614,7.7718,1017.685286,94.7808,816.55,,15/08/2028
CSAN33,COSAN S.A. (*),15/08/2031,"IPCA + 5,7531%",--,--,7.9441,0.0395,7.9047,7.9837,1090.441713,90.3014,1245.76,0.35,15/08/2030
CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/01/2026,"IPCA + 5,2737%",5.9184,5.3239,5.6949,0.166,5.5289,5.8609,535.084555,99.6905,195.57,,15/05/2025
CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2031,"IPCA + 5,2306%",6.83,6.2141,6.5353,0.1961,6.3392,6.7315,990.882723,95.7212,888.37,,15/08/2028
CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/06/2026,"IPCA + 4,3%",6.8068,6.2513,6.5597,0.167,6.3926,6.7268,664.072092,98.0254,233.64,,15/05/2025
CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"IPCA + 7,1%",7.5785,7.0557,7.2497,0.071,7.1786,7.3208,1040.255685,99.5217,864.64,,15/08/2028
CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"IPCA + 7,2735%",--,--,7.3788,0.0494,7.3294,7.4283,1014.482095,99.5168,1243.2,,15/08/2030
CSMGC3,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/07/2025,"IPCA + 6,501%",--,--,6.4274,0.464,5.9634,6.8915,466.720039,100.0369,134.53,,15/05/2025
CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2030,"IPCA + 6,5%",7.9411,7.4415,7.6482,0.2425,7.4057,7.8907,1008.286636,94.9629,1210.8,,15/08/2030
CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2034,"IPCA + 6,83%",7.667,7.2869,7.4732,0.1314,7.3418,7.6046,1000.713721,96.2292,1607.12,,15/08/2032
CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2033,"IPCA + 6,8%",7.7105,7.2425,7.468,0.257,7.2109,7.7251,1023.047102,96.296,1520.26,,15/08/2032
CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2039,"IPCA + 6,9924%",7.8227,7.3583,7.6487,0.08,7.5687,7.7289,986.826375,94.8366,2166.14,,15/05/2035
CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2038,IPCA + 7%,--,--,8.0243,0.1523,7.872,8.1768,980.675607,92.2714,2102.73,,15/05/2035
CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),15/06/2032,"IPCA + 7,9461%",8.0414,7.5052,7.7625,0.0825,7.68,7.8452,1301.893889,100.6253,923.77,0.35,15/08/2028
