Código,Nome,Repac./ Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Min.,Intervalo Indicativo Máx.,PU,% Pu Par,Duration,% Reune,Referência NTN-B,sheet_name,data
BRST11,BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*),15/03/2028,"IPCA + 5,7694%",7.2173,6.8699,6.9958,0.1595,6.8363,7.1554,1203.206929,97.8862,465.59,,15/08/2026,IPCA_SPREAD,20240923
CAEC12,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/06/2036,"IPCA + 8,1891%",8.2733,7.7474,8.0382,0.0796,7.9586,8.1179,1033.265954,101.0149,1825.67,,15/05/2035,IPCA_SPREAD,20240923
CAEC21,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),15/03/2029,"IPCA + 5,4058%",7.8836,7.4778,7.692,0.124,7.5681,7.8161,1157.766485,93.8476,743,0.1,15/05/2027,IPCA_SPREAD,20240923
CAJS11,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A,15/11/2040,"IPCA + 5,4%",7.2129,6.7462,7.0449,0.264,6.7809,7.309,1100.514658,89.93,1685.37,,15/05/2033,IPCA_SPREAD,20240923
CAJS12,CONCESSIONARIA AGUAS DE JUTURNAIBA S/A (*),15/09/2037,"IPCA + 6,85%",7.0835,6.6331,6.8498,0.2161,6.6337,7.0659,1054.27374,100.001,1305.49,,15/08/2030,IPCA_SPREAD,20240923
CART12,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 5,8%",--,--,6.0515,0.2114,5.8401,6.2631,611.145233,99.9454,58,,,IPCA_SPREAD,20240923
CART13,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*),15/12/2035,"IPCA + 6,8138%",7.145,6.8725,6.9842,0.1886,6.7957,7.1729,11642.124615,99.1962,1274.09,0.1,15/08/2030,IPCA_SPREAD,20240923
CART22,CONCESSIONÁRIA AUTO RAPOSO TAVARES S/A (*) (**),15/12/2024,"IPCA + 6,05%",--,--,8.357,0.6106,7.7464,8.9677,609.564658,99.5059,58,,,IPCA_SPREAD,20240923
CASN23,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),16/11/2033,"IPCA + 10,3294%",9.8273,8.771,9.3494,0.7179,8.6315,10.0673,1112.97274,103.6308,1014,0.1,15/05/2029,IPCA_SPREAD,20240923
CBAN12,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,IPCA + 5%,7.2353,6.8298,6.9744,0.0652,6.9092,7.0397,1328.099335,90.1395,1388.86,,15/08/2030,IPCA_SPREAD,20240923
CBAN32,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1803,6.7955,7.0111,0.0881,6.923,7.0993,1346.254064,90.9745,1382.28,,15/08/2030,IPCA_SPREAD,20240923
CBAN52,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1602,6.869,6.9691,0.2977,6.6714,7.2669,1349.156748,91.1706,1382.93,,15/08/2030,IPCA_SPREAD,20240923
CBAN72,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/07/2034,"IPCA + 5,2%",7.1715,6.8859,7.038,0.1419,6.8961,7.18,1344.39956,90.8492,1381.86,0.1,15/08/2030,IPCA_SPREAD,20240923
CCLS11,CICLUS AMBIENTAL DO BRASIL S.A. (*),15/01/2031,"IPCA + 6,6739%",--,--,7.6984,0.3644,7.334,8.063,1119.839757,95.1927,1294.65,,15/08/2030,IPCA_SPREAD,20240923
CCRDD1,CCR S/A (*) (**),15/11/2024,IPCA + 6%,--,--,8.1228,0.2539,7.869,8.3768,725.931914,99.6936,39,,,IPCA_SPREAD,20240923
CCROA5,CCR S/A (*),15/11/2033,"IPCA + 4,8791%",6.8603,6.6108,6.7645,0.1779,6.5866,6.9425,960.950818,90.0456,1459.38,,15/08/2032,IPCA_SPREAD,20240923
CCROB4,CCR S/A (*) (**),15/12/2028,"IPCA + 4,25%",6.7877,6.3485,6.6226,0.1856,6.4371,6.8083,1226.487277,95.4776,512.78,,15/08/2026,IPCA_SPREAD,20240923
CCROB6,CCR S/A (*),15/01/2036,"IPCA + 6,437%",6.8705,6.5735,6.7096,0.125,6.5846,6.8348,1128.745115,98.3128,1672.76,,15/05/2033,IPCA_SPREAD,20240923
CEAD11,CEA II CENTRAIS EOLICAS ASSURUA II SPE S/A,15/06/2030,"IPCA + 6,6605%",7.3564,6.9476,7.017,0.3127,6.7043,7.3297,971.548852,99.1117,672.64,,15/05/2027,IPCA_SPREAD,20240923
CEAP12,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),15/07/2030,"IPCA + 6,5%",7.03,6.7308,6.9164,0.1215,6.7949,7.038,1041.286886,98.2641,1129.73,,15/05/2029,IPCA_SPREAD,20240923
CEAP14,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*),15/12/2033,"IPCA + 6,75%",7.1723,6.8416,7.0039,0.1143,6.8896,7.1182,1036.508062,98.5133,1586.62,,15/08/2032,IPCA_SPREAD,20240923
CEAR25,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/12/2024,"IPCA + 6,0013%",--,--,6.3244,0.0631,6.2613,6.3875,722.671304,99.93,58,,,IPCA_SPREAD,20240923
CEAR26,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,15/06/2025,"IPCA + 6,1965%",6.213,5.9099,6.0264,0.203,5.8234,6.2295,712.734888,100.1128,177.3,,15/05/2025,IPCA_SPREAD,20240923
CEEBA1,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,15/08/2025,"IPCA + 6,2214%",--,--,6.118,0.1464,5.9716,6.2646,462.200447,100.0852,220.28,,15/05/2025,IPCA_SPREAD,20240923
CEEBB6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/08/2030,"IPCA + 6,25%",6.8717,6.646,6.7401,0.1089,6.6311,6.8491,1030.590598,97.9041,1158.53,,15/08/2030,IPCA_SPREAD,20240923
CEEBB7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/11/2033,"IPCA + 6,1%",6.9178,6.7462,6.8248,0.0242,6.8006,6.8491,1012.298381,95.7661,1595.08,,15/08/2032,IPCA_SPREAD,20240923
CEEBC3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/10/2031,"IPCA + 5,8224%",6.9025,6.5804,6.7446,0.0918,6.6528,6.8365,1145.303521,95.7413,1259.92,,15/08/2030,IPCA_SPREAD,20240923
CEEBC4,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),15/04/2032,"IPCA + 6,2792%",6.9171,6.5717,6.7352,0.0708,6.6644,6.8061,1108.412861,97.7618,1329.9,,15/08/2030,IPCA_SPREAD,20240923
CEED12,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/12/2029,"IPCA + 7,1498%",7.0563,6.7817,6.8968,0.0878,6.809,6.9847,1114.732032,101.0355,1098.88,,15/05/2029,IPCA_SPREAD,20240923
CEED13,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),15/07/2030,"IPCA + 6,5%",7.0447,6.6241,6.8562,0.1835,6.6727,7.0398,1043.800584,98.5125,1130.06,,15/05/2029,IPCA_SPREAD,20240923
CEED21,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D,15/08/2029,"IPCA + 5,4409%",7.0022,6.7431,6.9088,0.1476,6.7613,7.0565,1137.554176,94.731,984.38,,15/05/2029,IPCA_SPREAD,20240923
CEMT19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/09/2025,"IPCA + 5,0797%",6.1825,5.6553,5.8864,0.1873,5.6991,6.0738,454.402993,99.2684,241.95,,15/05/2025,IPCA_SPREAD,20240923
CEPE19,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,15/07/2025,"IPCA + 6,0352%",--,--,5.7341,0.1539,5.5802,5.8882,466.059274,100.223,197.39,,15/05/2025,IPCA_SPREAD,20240923
CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/11/2033,"IPCA + 6,1%",6.9901,6.6986,6.7979,0.112,6.6858,6.91,1013.913612,95.9189,1595.54,,15/08/2032,IPCA_SPREAD,20240923
CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/10/2031,"IPCA + 5,875%",6.8799,6.6064,6.7114,0.0869,6.6245,6.7985,1150.267455,96.1348,1258.71,,15/08/2030,IPCA_SPREAD,20240923
CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),15/04/2032,"IPCA + 6,2792%",6.8321,6.574,6.6711,0.1291,6.5419,6.8003,1111.933365,98.0723,1330.59,,15/08/2030,IPCA_SPREAD,20240923
CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),15/09/2030,"IPCA + 7,4941%",7.0161,--,6.7385,0.2323,6.5062,6.9709,1078.303145,103.2817,1155.74,0.1,15/08/2030,IPCA_SPREAD,20240923
CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),15/08/2030,"IPCA + 4,3%",6.9666,6.5861,6.7548,0.1063,6.6485,6.8611,1183.201039,90.2887,1101.43,,15/05/2029,IPCA_SPREAD,20240923
CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),15/04/2034,"IPCA + 6,1661%",6.7178,6.4456,6.6016,0.1062,6.4954,6.7079,1014.193521,97.3472,1650.79,,15/05/2033,IPCA_SPREAD,20240923
CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),15/07/2039,"IPCA + 6,4504%",6.577,6.2867,6.435,0.0453,6.3896,6.4804,1016.028691,100.1341,2333.98,,15/08/2040,IPCA_SPREAD,20240923
CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,15/08/2031,"IPCA + 5,27%",6.9758,6.7606,6.8664,0.0911,6.7753,6.9575,1110.29908,94.8012,886.37,,15/08/2028,IPCA_SPREAD,20240923
CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/04/2031,"IPCA + 7,1%",6.993,6.66,6.7957,0.1044,6.6913,6.9003,1097.60723,101.2941,1139.99,,15/08/2030,IPCA_SPREAD,20240923
CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/05/2036,"IPCA + 6,4895%",6.9752,6.7096,6.8393,0.0903,6.749,6.9297,1001.114328,97.6003,1861.37,0.1,15/05/2035,IPCA_SPREAD,20240923
CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2031,"IPCA + 6,4407%",6.9067,6.718,6.783,0.1191,6.6639,6.9023,1052.690008,98.4276,1242.41,,15/08/2030,IPCA_SPREAD,20240923
CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),15/10/2035,"IPCA + 6,6789%",7.023,6.716,6.8174,0.1483,6.6691,6.9658,1060.92356,99.098,1757.99,0.05,15/05/2033,IPCA_SPREAD,20240923
CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),15/06/2031,"IPCA + 6,767%",6.9764,6.7107,6.8281,0.0838,6.7442,6.912,1021.623027,99.6917,1359.85,0.5,15/08/2030,IPCA_SPREAD,20240923
CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),15/12/2035,"IPCA + 8,1693%",7.9004,7.546,7.7522,0.1386,7.6136,7.8909,1187.586738,101.9041,1235.04,,15/08/2030,IPCA_SPREAD,20240923
CLAG13,COLOMBO AGROINDUSTRIA SA (*),15/07/2028,"IPCA + 5,4806%",7.2986,6.9323,7.1363,0.1978,6.9386,7.3342,1163.050329,96.0602,648.61,,15/05/2027,IPCA_SPREAD,20240923
CLCD26,CELESC DISTRIBUIÇÃO S/A (*),15/11/2030,"IPCA + 6,5279%",7.0741,6.7923,6.9324,0.1155,6.8169,7.048,1044.726571,98.3761,1087.33,,15/05/2029,IPCA_SPREAD,20240923
CLCD27,CELESC DISTRIBUIÇÃO S/A (*),15/07/2034,"IPCA + 6,9534%",6.9627,6.7209,6.8543,0.1554,6.6989,7.0098,1019.305543,100.6059,1643.04,0.15,15/05/2033,IPCA_SPREAD,20240923
CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,27/06/2028,"IPCA + 8,7345%",7.2867,6.938,7.0595,0.2054,6.8542,7.265,953.865927,102.1123,340.73,,15/08/2026,IPCA_SPREAD,20240923
CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),15/01/2042,"IPCA + 7,25%",8.0807,7.732,7.9222,0.138,7.7842,8.0602,987.968079,95.8223,1706.05,0.05,15/05/2033,IPCA_SPREAD,20240923
CMDT33,CEMIG DISTRIBUIÇÃO S/A,15/02/2025,"IPCA + 5,1%",6.8855,6.2596,6.5861,0.5393,6.0468,7.1255,492.007238,99.4388,101,,,IPCA_SPREAD,20240923
CMGD27,CEMIG DISTRIBUIÇÃO S/A,15/06/2026,"IPCA + 4,1%",6.0675,5.7055,5.9036,0.0813,5.8223,5.9849,1325.299845,97.9968,296.31,,15/05/2025,IPCA_SPREAD,20240923
CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),15/06/2029,"IPCA + 6,1052%",6.8913,6.5052,6.6905,0.2194,6.4711,6.91,1080.43463,97.9836,932.18,,15/08/2028,IPCA_SPREAD,20240923
CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),15/02/2034,"IPCA + 6,1469%",6.8356,--,6.6163,0.1584,6.4579,6.7748,994.263246,97.1274,1660.57,0.1,15/05/2033,IPCA_SPREAD,20240923
CMIN11,CSN MINERACAO S.A. (*),15/07/2031,"IPCA + 4,879%",7.43,6.9608,7.1662,0.0987,7.0675,7.265,1071.500959,88.3304,1439.49,,15/08/2032,IPCA_SPREAD,20240923
CMIN12,CSN MINERACAO S.A.,15/07/2032,"IPCA + 6,8798%",7.4574,6.9944,7.1608,0.0926,7.0682,7.2535,1084.5888,98.4172,1529.18,,15/08/2032,IPCA_SPREAD,20240923
CMIN21,CSN MINERACAO S.A. (*),15/07/2036,"IPCA + 5,021%",--,--,7.2524,0.2248,7.0276,7.4773,1026.87298,84.6288,1969.19,0.1,15/05/2035,IPCA_SPREAD,20240923
CMIN22,CSN MINERACAO S.A.,15/07/2037,"IPCA + 7,0673%",7.528,6.8418,7.168,0.2193,6.9487,7.3874,1094.070083,99.243,2034.79,,15/05/2035,IPCA_SPREAD,20240923
CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),15/12/2029,"IPCA + 7,6245%",6.9479,6.6553,6.7819,0.08,6.7018,6.862,1143.756064,103.4517,1090.33,,15/05/2029,IPCA_SPREAD,20240923
CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),15/12/2035,IPCA + 6%,8.0731,7.6782,7.8688,0.159,7.7099,8.0279,1150.724931,90.4698,1421.15,,15/08/2032,IPCA_SPREAD,20240923
COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),15/05/2032,"IPCA + 6,2137%",6.8899,6.641,6.7592,0.1714,6.5878,6.9307,1084.535703,97.2828,1352.22,0.15,15/08/2030,IPCA_SPREAD,20240923
COMR14,COMERC PARTICIPACOES S.A. (*),15/11/2038,"IPCA + 7,9171%",7.3925,7.0411,7.0653,0.5289,6.5363,7.5943,1111.319295,104.968,1557.74,0.35,15/08/2032,IPCA_SPREAD,20240923
COMR15,COMERC PARTICIPACOES S.A. (*),15/04/2040,"IPCA + 7,2209%",7.1619,6.8801,6.9755,0.186,6.7895,7.1616,1057.546579,101.4417,1580.11,,15/08/2032,IPCA_SPREAD,20240923
CONF11,CONFLUENCIA ENERGIA S/A (*),15/11/2041,"IPCA + 6,6018%",7.2655,6.8875,7.1084,0.1437,6.9647,7.2523,1178.583741,96.7585,1737.32,,15/05/2033,IPCA_SPREAD,20240923
CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),15/08/2029,"IPCA + 7,684%",--,11.3406,11.5708,0.271,11.2998,11.842,989.286728,90.0518,737.56,,15/05/2027,IPCA_SPREAD,20240923
CPFGA2,CPFL TRANSMISSAO S.A (*),15/05/2031,"IPCA + 6,0265%",6.9029,6.4899,6.7769,0.2474,6.5295,7.0243,1077.672653,96.7295,1185.4,,15/08/2030,IPCA_SPREAD,20240923
CPFPA0,COMPANHIA PIRATININGA DE FORÇA E LUZ,15/08/2025,"IPCA + 5,8%",6.0245,5.6529,5.8236,0.1947,5.6289,6.0183,693.647903,99.9805,220.52,,15/05/2025,IPCA_SPREAD,20240923
CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%",6.8574,6.5498,6.6355,0.0963,6.5392,6.7319,1038.955627,97.3402,1574.04,,15/08/2032,IPCA_SPREAD,20240923
CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2034,"IPCA + 6,235%",6.7976,6.4789,6.6366,0.0964,6.5402,6.7331,1010.627429,97.5502,1652.64,,15/05/2033,IPCA_SPREAD,20240923
CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),15/04/2039,"IPCA + 6,3018%",6.7026,6.4666,6.6634,0.0366,6.6268,6.7001,1004.43183,96.9699,2273.28,,15/05/2035,IPCA_SPREAD,20240923
CPGT15,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/09/2025,"IPCA + 7,6475%",6.084,5.5857,5.6834,0.0713,5.6122,5.7548,279.940199,101.7732,240.55,,15/05/2025,IPCA_SPREAD,20240923
CPGT26,COPEL GERAÇÃO E TRANSMISSÃO S/A,15/07/2025,"IPCA + 3,9%",5.8512,5.3235,5.5764,0.0567,5.5197,5.6332,1329.250195,98.7464,198.61,,15/05/2025,IPCA_SPREAD,20240923
CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/10/2031,"IPCA + 5,7138%",6.9181,6.5645,6.8318,0.2196,6.6121,7.0515,1128.467783,94.8475,1262.31,0.05,15/08/2030,IPCA_SPREAD,20240923
CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),15/01/2035,"IPCA + 6,8226%",7.0897,6.5399,6.767,0.1154,6.6516,6.8825,1093.28034,100.3622,1750.65,,15/05/2033,IPCA_SPREAD,20240923
CPLD26,COPEL DISTRIBUICAO S/A (*),15/06/2031,"IPCA + 4,7742%",6.7658,6.3245,6.503,0.1774,6.3256,6.6805,1129.412069,92.2165,1242.02,,15/08/2030,IPCA_SPREAD,20240923
CPLD29,COPEL DISTRIBUICAO S/A (*),15/05/2036,"IPCA + 6,2831%",6.7857,6.46,6.5872,0.0464,6.5408,6.6337,1007.34596,98.0412,1740.72,0.15,15/05/2033,IPCA_SPREAD,20240923
CPLD37,COPEL DISTRIBUICAO S/A (*),15/05/2032,"IPCA + 6,1732%",6.7985,6.4232,6.6411,0.0346,6.6066,6.6758,1085.802806,97.6595,1354.74,,15/08/2030,IPCA_SPREAD,20240923
CPTM15,LIGGA TELECOMUNICACOES S.A (*),15/09/2030,"IPCA + 8,8507%",12.3066,12.0148,12.1255,0.2462,11.8792,12.3718,973.315629,88.6461,1015.38,0.15,15/05/2029,IPCA_SPREAD,20240923
CPXB22,ETC - EMPRESA TRANSMISSORA CAPIXABA S.A (*),15/09/2025,"IPCA + 6,1675%",6.1808,5.5986,5.8996,0.1891,5.7105,6.0887,691.917735,100.2423,241.34,,15/05/2025,IPCA_SPREAD,20240923
CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),15/12/2030,"IPCA + 5,9668%",7.7957,7.4071,7.6002,0.2147,7.3855,7.815,1019.938804,95.096,820.64,0.1,15/08/2028,IPCA_SPREAD,20240923
CSAN33,COSAN S.A. (*),15/08/2031,"IPCA + 5,7531%",--,--,8.0334,0.0578,7.9757,8.0913,1084.541498,89.9102,1248.11,,15/08/2030,IPCA_SPREAD,20240923
CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/01/2026,"IPCA + 5,2737%",5.9837,5.5104,5.7624,0.1452,5.6172,5.9078,534.239168,99.6356,198.54,,15/05/2025,IPCA_SPREAD,20240923
CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2031,"IPCA + 5,2306%",6.8702,6.6208,6.7152,0.1686,6.5466,6.8839,983.837915,95.1382,889.75,,15/08/2028,IPCA_SPREAD,20240923
CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/06/2026,"IPCA + 4,3%",6.8288,6.3487,6.5679,0.1705,6.3973,6.7385,663.244252,97.9933,236.64,,15/05/2025,IPCA_SPREAD,20240923
CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/09/2030,"IPCA + 7,1%",7.4716,7.0472,7.2946,0.1098,7.1849,7.4045,1037.458141,99.3767,867.42,,15/08/2028,IPCA_SPREAD,20240923
CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),15/07/2034,"IPCA + 7,2735%",--,--,7.5013,0.0474,7.4539,7.5488,1007.505691,98.9565,1244.36,,15/08/2030,IPCA_SPREAD,20240923
CSMGC3,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),15/07/2025,"IPCA + 6,501%",--,--,7.1096,0.1866,6.923,7.2963,464.556474,99.6896,137.44,,15/05/2025,IPCA_SPREAD,20240923
CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2030,"IPCA + 6,5%",--,--,7.5622,0.3754,7.1868,7.9377,1010.865453,95.317,1214.36,,15/08/2030,IPCA_SPREAD,20240923
CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2034,"IPCA + 6,83%",7.7017,7.3443,7.5263,0.2404,7.2859,7.7668,996.288608,95.9192,1609.05,,15/08/2032,IPCA_SPREAD,20240923
CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2033,"IPCA + 6,8%",7.7891,7.3631,7.5906,0.1777,7.4129,7.7684,1014.729164,95.628,1521.37,,15/08/2032,IPCA_SPREAD,20240923
CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),15/04/2039,"IPCA + 6,9924%",7.8737,7.4234,7.7109,0.0885,7.6224,7.7995,980.663925,94.3598,2165.63,,15/05/2035,IPCA_SPREAD,20240923
CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),15/07/2038,IPCA + 7%,--,--,7.9061,0.1193,7.7868,8.0254,988.377552,93.11,2111.46,,15/05/2035,IPCA_SPREAD,20240923
CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),15/06/2032,"IPCA + 7,9461%",8.1517,7.3865,7.6778,0.5277,7.1501,8.2056,1303.958378,100.9189,927.74,,15/08/2028,IPCA_SPREAD,20240923
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2026,"IPCA + 4,2542%",7.0392,6.8169,6.8877,0.0896,6.7981,6.9773,1314.790563,96.3518,375.19,,15/08/2026,IPCA_SPREAD,20240923
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/10/2024,"IPCA + 4,9102%",--,--,6.1453,0.439,5.7064,6.5844,1498.078342,99.9257,16,,,IPCA_SPREAD,20240923
CSRN29,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,15/04/2029,"IPCA + 4,4986%",6.9493,6.6913,6.8469,0.1418,6.7051,6.9888,1271.653223,93.0928,808.21,,15/08/2028,IPCA_SPREAD,20240923
CSRNA1,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*) (**),15/06/2028,"IPCA + 6,4482%",7.1005,6.6153,6.8599,0.1373,6.7226,6.9973,1052.019096,98.7332,831.84,,15/08/2028,IPCA_SPREAD,20240923
CSRNB2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/03/2034,"IPCA + 6,0691%",6.974,6.6477,6.8241,0.0624,6.7618,6.8866,969.649113,95.3636,1680.25,,15/05/2033,IPCA_SPREAD,20240923
CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),15/07/2029,"IPCA + 6,623%",--,--,6.7022,0.1286,6.5736,6.8309,1092.745871,99.7218,945.29,,15/05/2029,IPCA_SPREAD,20240923
CTEE17,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/04/2025,"IPCA + 4,7%",5.7799,5.298,5.5531,0.1475,5.4056,5.7008,1430.228196,99.5594,137.1,0.1,15/05/2025,IPCA_SPREAD,20240923
CTEE18,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/12/2029,"IPCA + 3,5%",6.776,6.4372,6.6606,0.2317,6.4289,6.8925,1188.838418,88.9897,972.16,0.15,15/05/2029,IPCA_SPREAD,20240923
CTEE1B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2031,"IPCA + 5,771%",6.845,6.4342,6.6915,0.1531,6.5383,6.8447,1138.911247,95.1685,1434.92,,15/08/2032,IPCA_SPREAD,20240923
CTEE29,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,15/05/2044,"IPCA + 5,3%",6.8532,6.5314,6.6902,0.105,6.5852,6.7953,1039.107407,90.6593,1835.68,,15/05/2035,IPCA_SPREAD,20240923
CTEE2B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),15/10/2039,"IPCA + 5,864%",6.8246,6.4254,6.5271,0.1066,6.4205,6.6337,1128.682201,94.2766,2358.56,,15/08/2040,IPCA_SPREAD,20240923
CTGE11,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL  (*),15/11/2028,"IPCA + 3,75%",7.0611,6.6741,6.8763,0.0753,6.801,6.9516,N/D,N/D,N/D,,15/05/2029,IPCA_SPREAD,20240923
CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),15/09/2029,"IPCA + 5,3455%",7.0553,6.7064,6.8787,0.0822,6.7965,6.961,1232.59185,93.8346,1107.18,,15/05/2029,IPCA_SPREAD,20240923
CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),15/04/2031,"IPCA + 6,3423%",6.9842,6.7334,6.8653,0.1153,6.7501,6.9807,1012.369184,97.4322,1333.67,,15/08/2030,IPCA_SPREAD,20240923
CTNS14,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,15/09/2025,"IPCA + 5,0797%",6.0707,5.5504,5.8643,0.2839,5.5804,6.1484,454.494125,99.2883,241.95,,15/05/2025,IPCA_SPREAD,20240923
CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,15/08/2032,"IPCA + 6,9094%",6.9945,6.6577,6.8582,0.3055,6.5527,7.1638,852.16958,100.1679,883.06,,15/08/2028,IPCA_SPREAD,20240923
CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,15/12/2031,"IPCA + 5,8813%",6.894,6.5057,6.6969,0.2731,6.4238,6.9701,950.359818,97.3474,878.58,0.05,15/08/2028,IPCA_SPREAD,20240923
